,INT_COD_ROL,VAR_NOMBRE_ROL,VAR_DETALLE_ROL,INT_ID_PERFIL
824,fedfa63d313a47748fd78ed3625181a2,Afiliado,Asistencia por enfermedad,c366c023444d443c99289c587b79b776
825,fa013284f5c34870b532702f2754b4ad,Afiliado,Incapacidad temporal,5efba33d21c34cc9b38b917f03540234
826,ee2fbd1e2dee41599bf4939f797d30e8,Afiliado,Pension por vejez,18398ee6cdc04e8293ed08cc845264f4
827,9c3c4dceeb4643369ba9cdee21a20c5c,Pensionista,Prestamo hipotecario,1515a38727e74745b2b23c145f3a026f
828,8091702e21e64866a5cfef89e9e014c8,Pensionista,Asistencia por maternidad,b3e91bd8c18949eea91ef334a3f75c4d
829,e1ad1cb972f34bf7af2821c1945fc12d,Afiliado,Incapacidad temporal,b79333ffa57742b0a6d1930cbafdd5f3
830,d823c7f6c00145f59289446813fceffe,Pensionista,Incapacidad absoluta,fdab53b992724059aabb3168e1670286
831,4fd416dac82845a4b133cd2d32be5548,Afiliado,Pension por vejez,ec0569f9e5954621b26385ea736f22b4
832,51e0769af8c644e2b7c386cb1177a207,Afiliado,Incapacidad absoluta,653fd81086404c7697da905fb1825e48
833,8f23e7cabc8044fe9248247ce7b19266,Afiliado,Asistencia por maternidad,6da268a94895411796f6f054bd905576
834,06d2947d6eb042eb982547559195d938,Pensionista,Incapacidad temporal,4f2e8e508248409d82391d64ea7f9351
835,eb906cdfa8c8441e826ef9bd492c2b61,Pensionista,Asistencia por enfermedad,5829c00499aa4dd999d428b4f2894837
836,ab3e0aedcd60403ab67b1f7a54404742,Afiliado,Obra social,13c1365ddceb41c19c978b1dee9ed491
837,51e07c894b154880861a441009299e5c,Afiliado,Jubilacion,9005ee53bbe24a789483f53b089d0e06
838,3bab2a25c96a4fcb98228e1cce38be04,Afiliado,Jubilacion,91a2a128d48a424bb56495fc7d4cbfa7
839,e988ca0c94974be09754bab12319bd1c,Pensionista,Prestamo hipotecario,d3aebd250a5c4e7dbba4ff21b628bf2c
840,7abc63000bd9438881de74cf06fdb00b,Afiliado,Jubilacion,1645e867bdd34f99bd74ba73cd602060
841,3928bd4b0ccf4d9dae9ea4bb8254ef54,Afiliado,Pension por vejez,131883977e874be991b3957377079aaf
842,6dbd9e0070d14f7eb3abd4b34e9553b0,Pensionista,Jubilacion,49a11442be1644fd8f59113f35d50574
843,e3565a0b010c4c9cb138475cbc24ddbc,Afiliado,Partido politico,b0d25638ed744cb6855ecf3f767281f7
844,1624e7bf4b034375911fcda5154f963c,Pensionista,Partido politico,9adc5c1699674183a8b132b2461f1f0c
845,863fde103f1d420fa935b9aeaed87771,Pensionista,Partido politico,afca621c7ec842638e91e45ed85cc72a
846,dded3085952c45b8afef6577855f7612,Pensionista,Obra social,9059b13097284d8f85d59e73f9d77379
847,dd51fbc9dd6841c89ce74d9b381580cd,Afiliado,Jubilacion,6892a3128b6b47c58215673e7fb7c1b9
848,7527815d54974ddea1f6eb6f88050705,Pensionista,Partido politico,eb3f7ead4b7547c69e2ff4bfd2b2bd30
849,e336ec0686e846b0bc098be26ad4ecc1,Pensionista,Por el estado,7cac3e93cc6e43e193e41116f9b4a1e3
850,1ac4ec862c9e4a83ab8f0012770638d8,Pensionista,Obra social,6ca15159408845abb97bd7d722049c8c
851,6a7c1134c4be4298b6b093495330813c,Afiliado,Pension por vejez,2102266cc99e4cce888d03c586a11907
852,3923fa61467e45df984c16bc9b739e2c,Afiliado,Asistencia por maternidad,1e15614274494fd48e0177cb221896d5
853,c5c39763692046519f5ef95d57e16e75,Afiliado,Incapacidad temporal,2db76344bba7489ca9c098fc43410ed5
854,3c41efd091104dd29ea3991efb936f3a,Afiliado,Prestamo hipotecario,cfa7e4999b9442edab8fc38703dbec6e
855,ad214666f8554366af7455ee337b2034,Pensionista,Prestamo hipotecario,0bcebb5668c046ce84ad0d8f016b81d5
856,4e08fcb02ca445d69b4751e765def33d,Afiliado,Por el estado,cd7dd7ee607449b6ace6b7c128124bda
857,87bf34129c664e30820b42e60b40db3c,Pensionista,Asistencia por maternidad,ab5ee0b5e45f449daa2c5588049f75c3
858,f2450ee0764b46ac90480aebb7a94d57,Afiliado,Por el estado,91a619340f5643f0b9441bdb79a3a572
859,266a8ce9c42249a194785e4da16e161e,Pensionista,Partido politico,29d7134ddca04724bb15260091f77bc9
860,bd2ac7b16630490ea766dd4900a66165,Pensionista,Asistencia por enfermedad,5b753a96746242b5ab4770a124c60177
861,e78f40b6bc454d4b8793313c286fb464,Pensionista,Asistencia por enfermedad,1c69db5aab9d4f56bb5539ca16c5b07d
862,55340cbc5b2f4061a2d92ac8fb4287cc,Afiliado,Por el estado,db9f7f6b65eb4c92802e9e0cad7bfc3a
863,d4464098f9fa4e66881fabdfd14e9696,Afiliado,Jubilacion,1efa2642fb27497a8dc4e9b7ab851cac
864,f49b1b1f7a644c95b4ffd1444fd7b440,Afiliado,Asistencia por maternidad,a6ddd73e3e84439d815119b8a7f33c28
865,1d1b0d9d5b6e428181767b999539a46b,Pensionista,Incapacidad absoluta,f2fdb21cbd7e4117b41bceed91de0e2b
866,0f1817c20aa3419cbe5f5257c44866f2,Pensionista,Partido politico,99620cbdcdaf421a99949880d6cddc4b
867,ec59bb1e160c43d3877764fbd8984c6e,Pensionista,Incapacidad temporal,29add13be35142cc826688f975cbca56
868,28d919aaf409425db88c795a22c8c2a2,Afiliado,Por el estado,9e3870b862944c59a153b8029f307bf1
869,2ff683378a4147899490554aa3a1e990,Afiliado,Obra social,6fc8596a009f47788580a693829c6578
870,71f87db9b1fa405da5d8c6583eced88e,Pensionista,Pension por vejez,dcea478494064da299601eebcfae8359
871,8813609a2c0642cd8ec7cf8b40090f89,Pensionista,Prestamo hipotecario,88dddd2f1fc848ffa2f10d13fa0aa666
872,c59759746b5b43baaab4e70253439cde,Afiliado,Por el estado,e46bd280ad2c4c28a605fc96e20efec6
873,d941d9ea59a0431b9eeb685a61888d40,Afiliado,Pension por vejez,d46f71795281493a927485b34b8e17bc
874,26cf75f1b98747dd8b2ada805950e5a8,Afiliado,Prestamo hipotecario,51fbce03adae4aff8440158f02f54fc0
875,e8c262c627324f8886b8975679843020,Pensionista,Por el estado,9272d826a235414fa12037a1d444c019
876,4bed6d014d3546c7b7b9b629489d789b,Afiliado,Asistencia por enfermedad,47bf849d4e50415abda844923eba9f73
877,515755431b574ef4add8cb5bf39b8a50,Afiliado,Por el estado,88db938a275e4282807a219effe6ec00
878,4c831e1d020047509a3c0bf44e1bb57b,Afiliado,Asistencia por maternidad,a4d24d8c66534f2d91ae753248385b60
879,b441f48c9319411a86e0bf5f5c856177,Afiliado,Prestamo hipotecario,adf853ca29cb4cb8b5ab083e22ae2c10
880,12678497264b4d8dba2800efb006f54d,Pensionista,Jubilacion,f436ab5cf2ae40a1bf8e1adcbb1ab0cc
881,d011bbbf7c784ce7a81814c25091adf8,Pensionista,Pension por vejez,ab96157226654a498b38f9d1bb0fbe0e
882,272c4ea86d3e49aaa75cee8aa49b99d9,Pensionista,Pension por vejez,f7e699fc68b14134818cfd1e34823f35
883,326cf9cbd5844c6ea156bf9bd20b0581,Afiliado,Pension por vejez,fb2655a3bc2e47f2af6a517b9156a9a8
884,b88e4cba9e75486fbf9bdce423486bce,Pensionista,Por el estado,5f1c167abde64d9fafc8105348a90016
885,e1717efdc2094f6c8793da758a675c40,Afiliado,Incapacidad absoluta,1b0f54c5c37748cdaebc2041af9f2a44
886,a3af57e711114c8983ec75d25ab63324,Afiliado,Pension por vejez,7beb8a0bda8c4542a48dc5ab24c53219
887,07999b68b45f44a79ef939345597320f,Pensionista,Jubilacion,0726e7d3bbcb48cca39ba83be85f174e
888,a1b42ae73cc14040b72d7e1cb4d36b4f,Pensionista,Partido politico,8cad5f8093cf4012bda2ddbd015f38f3
889,b29a903073d04c8498bbb353104dff5b,Pensionista,Prestamo hipotecario,aba3d6e24e20433da1db648a246dea2c
890,82fd615dd0f74be293c49ad64249e80b,Afiliado,Incapacidad temporal,7379953bb2f84d0b951b499d141a0a67
891,e7f3401297074eed9dac03d4d89b2b52,Pensionista,Partido politico,f160aae8fe51459dbe5f09a84016f059
892,0cbe827d85964da9968b1353965e198e,Afiliado,Asistencia por enfermedad,ae150cb64de2463c93bc9a4202f06a6f
893,078fcfa1d2d94d6a95b0be63cc17c3ee,Pensionista,Jubilacion,222f83dd2cb044c1825af143626ad7cb
894,eeb678a62f0b437a8688af8db802bb4e,Afiliado,Asistencia por enfermedad,35fea3b4c0304803805996aad981c3b7
895,7199520af7c64346babfcbb88b98bba1,Pensionista,Partido politico,90025f2ea800410595ce84167bbfde6d
896,d8d2c533c13c481b8b81b8fa2dccfb2f,Afiliado,Obra social,04faaa5d5a9f4a82a7fa77588ed03ce5
897,a42a2ac3d204436c888d6419951f9e10,Afiliado,Jubilacion,60b60eba82a246dbb02975b1a2cd5310
898,2305a6a6c6494a889a5d5a46df312d61,Afiliado,Por el estado,3b2810c2e8204d69bf378d57e97ba7b9
899,6fecc34ebc304c15862eacf8e73e62e2,Pensionista,Pension por vejez,2eec4fda261e44b6987fd55a9804df70
900,177cdedfc28542f8b06eecb941e0e552,Afiliado,Incapacidad absoluta,c8ca3fd9a635468bbb54408465f7b1eb
901,f79b9a07b4914d39b0e1e52afab355aa,Afiliado,Incapacidad temporal,ec62ea16da07437aae2cfebfd1d8337c
902,71381c72319845a9978a4f6bde465821,Afiliado,Incapacidad absoluta,d0fa08f264854d86961cd3eba35e1419
903,65d0472d67804db99b155e1565bcbd58,Afiliado,Jubilacion,eb14e8c2e6064bd5a18d4eb46a6d0532
904,2fa0743d2bb041d48e21d1b09f9a5fc8,Afiliado,Incapacidad temporal,d7e1ded844a348d999a3b491c5bf93c0
905,99d45328989c416194735ab29456695a,Pensionista,Incapacidad temporal,0de0eef9434342f2a8345df60553127e
906,e6e657e2612946c8b8731339bf6a718b,Pensionista,Pension por vejez,f03dff7749234627bd64fb23d854b60c
907,3370e16aaf1049bd934916da7a509757,Pensionista,Prestamo hipotecario,8a13721cf5584dbe982672b217baa7b7
908,7b43aac51ffa44a6946c1258ed3a045e,Afiliado,Prestamo hipotecario,7913f52a42dd45509911e3d301966898
909,bb4fbc02025c488fadb83f0fa6c94deb,Pensionista,Partido politico,6f3de5d8aabb4b969fc5e5cb0777b593
910,f7323856bd81465993fd1e5580491497,Pensionista,Asistencia por enfermedad,afef5c7419b443309044d211e1f1e7cc
911,ff1bc2b4e67a4172952494f3d371665e,Afiliado,Obra social,e176eabd2e9d484a93c465593fef1dfe
912,48e27aef6de64d26a8578a84d8fe8a2e,Pensionista,Jubilacion,b3251ee10f6c4965b3e50b2d4d22a7ec
913,5ae2fdd3e4fe4d0eb3d3e9f7a829ab55,Pensionista,Por el estado,96c9a4301c054b69bc564d5f191b1e44
914,3a5130284a3a4ae48efa1007cf3ad515,Pensionista,Por el estado,5a4225a536934abcb57576731badead2
915,38889fdbb243403dbe5218ab38425275,Pensionista,Prestamo hipotecario,57eafdc0ad6e4a2ca8ea9da52f728a75
916,dc97f4f9caa24b36b26711c221ff5c19,Pensionista,Asistencia por maternidad,6d6f7ac3ff5d4c2caad73785cdaaebee
917,6a04c37c706742e6b3f16cec5e267a20,Afiliado,Obra social,3da8483ff8474be4acb567b9fabc82cf
918,5957d9b3c364480782e1137bc17a4dbb,Afiliado,Asistencia por enfermedad,c47e827b0fac4afbbe0d28ddf684acc4
919,5b0ca17086dd4b43b9df9aacbe4896e0,Afiliado,Por el estado,df490e62ed4c40fe9c87266cdc337a90
920,99956da888a947599a8b1bf0a5aa9b8c,Pensionista,Jubilacion,55b53314fe894c118c760d4db57977f3
921,7382b8af63bb4a2197e30980bbcd7b8c,Pensionista,Prestamo hipotecario,92ecfc73362e4de6aedec43998bbc730
922,25425c7225cf4bf7b2a432142348bd39,Afiliado,Pension por vejez,a9d7e9d6b56f4382ad42a0202fa05d2d
923,adc79015b00743af84ce6a39823789dc,Afiliado,Incapacidad absoluta,119861d630e64c869ea6156fc422159a
924,241c62f3454e4063b14b547264290f9b,Pensionista,Asistencia por enfermedad,570929abce1745de913476c2d253dad2
925,526fcba00aeb4590ac0fb65d81b08058,Afiliado,Asistencia por enfermedad,cdb3ef2e8ecf42f9bdc1baf0a91de428
926,7cfc4a69e77d4fabb3d6c5ad89a76593,Pensionista,Pension por vejez,ccf5d3f9a05145fdbadb5748acd68f9c
927,40163468d4b747bcb5212acecc6cf45d,Pensionista,Incapacidad absoluta,eed0567111e64d47b86c311835fb96a0
928,f65c3f75c1ef4296a62c90d7bf94f14c,Afiliado,Jubilacion,e695601feaf943b18509f5b09bc00f8b
929,f3d599e1592049978c16e6e0e3e6d7f2,Pensionista,Por el estado,d7e6e7071d004cfb99a059e4506d1050
930,6de79428e116407bbe1cbac726db291a,Afiliado,Pension por vejez,7551b81a64b74f3a82508bed3357c15f
931,89831192daad4781a9cb311ba04de4fe,Pensionista,Asistencia por enfermedad,ce35f7c00af0489aa833d0afa4909fbb
932,9c25ee60573e4ecc9c8206b870eb701a,Pensionista,Asistencia por maternidad,78f340645cec49ebb18976cf6987953c
933,8daa9ba624854d9e8697edfb6ea92b4d,Pensionista,Obra social,dfa1de20631a4f2ab17e18c36394a8fd
934,eb02431d28d847719c4f8e7504adc5ef,Afiliado,Asistencia por enfermedad,d1ca13c1daf442d8929846e3c6f63c2e
935,d0ad3630f8ba4a37b6f7b140874b88d3,Pensionista,Pension por vejez,41dab9e84bbd425f8a27b83319ce448e
936,a4fd9d85f41a4f33a3326c9fc3b6d469,Pensionista,Por el estado,e4eb09f3fbad4fc3a404334b8a9dad78
937,01e245b56e944d16bdd2207cd5f153d1,Afiliado,Asistencia por maternidad,125354535c9946a58a5074181ebf34fe
938,40104528277543119cf02e67a96d961b,Pensionista,Obra social,5f0935c9b2bd44208c6fc4dac05b5143
939,06b9270e7ca84beaada2909997d675b4,Pensionista,Obra social,0299f161480f4c43996b1c90c71dd71f
940,4d32a64c7c454f4e88604326954f69c2,Pensionista,Jubilacion,c2af47b6b6a6462ab955c2562b60e2c0
941,5097ca60dabe405682507ff710bf616f,Pensionista,Pension por vejez,62271c72a0df40dc89cc8ff791daf2ba
942,d7369036d7df48fd9281e2a59367d5bb,Afiliado,Partido politico,cc1c0ea3a3b646c6905bcbc70a2b8c38
943,472fd67fdacd4545942ff38f1d570f19,Pensionista,Partido politico,305ae8a2edbe4061be608f410dc05380
944,7f2ed09ed49d4aba8211794557aa25df,Afiliado,Pension por vejez,7b7f20d985d74efea71cb2c4625157ff
945,506661c41846472bb0f6d95af2e7fc0f,Afiliado,Obra social,2671e5c12e384589bdeb65aebd563f8f
946,9bc7ebb3a0fc4bd0962336c85e5bb047,Pensionista,Jubilacion,ef28e4cdaf1e4c5cb70d72d9651ae116
947,33e6e663bb1a43dab9e1b360509b3a30,Pensionista,Asistencia por enfermedad,a8f8369ed2df43d2b373f2a827da6f08
948,48cd1745458649a596aee2bda22fc84c,Pensionista,Asistencia por maternidad,700d5101b15e47968efba35f76426560
949,ffa6dac8a2d645fda9ee135e7bd07909,Afiliado,Obra social,4b74738ddf2b4e798105bfe96171247e
950,9da60a0858bf4cf28500a97e4bbc0db4,Pensionista,Asistencia por enfermedad,6757094fa6cc498782dc1267e330493d
951,7caf579ae0324335be69fe31aecb1a09,Pensionista,Asistencia por enfermedad,04bb0cb36fc74690a4bfe9b1ae8da727
952,b893e8b4525d4626a9065b441d8328f4,Afiliado,Partido politico,fb4b6c4987c9431fae9d19456229f799
953,1a1668640ace4ba5876ab95ec1b5a6ad,Pensionista,Partido politico,82cf97b3dcf449d7b054709143f89f7d
954,a0948668d8f0424594e6b7dc488ba07a,Afiliado,Asistencia por maternidad,f52b14c95e9d4ca8b85296b7cbabeac2
955,9cd7b8a696314a499f3ba0ca030db996,Pensionista,Incapacidad absoluta,7584e81e2d324c61b37bf555d47776ba
956,1141a60131e24ceaa538181174e40475,Afiliado,Jubilacion,b3b141972b59424c8398989a9658f4d1
957,a3aab961f5a647e1b04ef3511d64fa74,Pensionista,Prestamo hipotecario,f7f7f64be5c746e0b4387dd70ed269c0
958,b400e6e93f8a4a7fa1e4e18d9618f81d,Afiliado,Incapacidad temporal,83e436ab111b495f82e1e37f36cc04df
959,7315aad1dc07494a855dd127c079d80d,Pensionista,Pension por vejez,34106e4ccfea438eafe550e198df5a14
960,254e016a3eee466b863785349487d914,Afiliado,Prestamo hipotecario,972f6c771884440c94e46b55dae2aecd
961,36a773af1dc5457c8f99fa3fec86a747,Afiliado,Obra social,9403af23465e4e2183bb26a1ac38f70b
962,bca3e10ec50442eb87167d50d6a7f65e,Pensionista,Por el estado,b407a0db8b71483298d9d317fcabe687
963,d1ec4100abef40ee960a80a22b94b158,Afiliado,Partido politico,ef274ef957ed46fabed07cc2e30b5a6f
964,9aa5bccf23a043b58940387215a1893b,Afiliado,Asistencia por maternidad,a80753f2d2d341e2a777f1d1757aecbd
965,8bf2b0b8edbe47c5b293e91a65ec308d,Afiliado,Incapacidad absoluta,83e043f6d5f64501a4ca25ee4d94e27f
966,256c3ae380b94c05a0c0c3fc83b9a562,Afiliado,Prestamo hipotecario,99b02000fc484d4d925bab1c04bc7afe
967,49fc9d8b0d124358b67e1ab8155da37b,Pensionista,Partido politico,3e2bf8695e7144c4aa3c32e5a73c65a8
968,91c93ede34de4adfb068d89b39eed31d,Pensionista,Incapacidad absoluta,910b784f3f204058a07b438661a3cb4c
969,252d03b886a045888fed59bf38f1b55e,Afiliado,Obra social,cb1899cddb604b5a95f983db1ebf4a71
970,91cebcf6bb124c3fb144a9f29211b0b7,Pensionista,Incapacidad absoluta,9da0f9b039fe4d7b9264acac7d715085
971,4c0fcf68c1244d8a8273a69777e608d3,Pensionista,Obra social,b54f2f3ba9974a7ca11fe44c0a63268b
972,3572e874cf574befb8e8e9b594fb8841,Pensionista,Obra social,1370e83ddcc54049b37c2ded1e679690
973,ec2290bb017b4728bd5d64f35d1727e3,Afiliado,Asistencia por maternidad,ae57762ab3a94124bd7f6e84f440afa0
974,339e92ef43b74d1780054c83f97d8b28,Pensionista,Asistencia por enfermedad,69cbb836df7b4ce2bbd452bb2b50339e
975,491f0282004d4083a0eb1e211ceb2363,Pensionista,Partido politico,4c362382173b4716a0bb0cabc390a617
976,4910bc03da1343c98037dfc72b4de20b,Pensionista,Pension por vejez,02e2c38f62ef46fc9f4d65c4bd0d3454
977,e7cf4f14d160444cbbef3f098f1b817a,Pensionista,Asistencia por maternidad,8b7401d1dc7d4a20b7a329dd2a958590
978,f48514030bae4ee28b5a13ecb2554e04,Pensionista,Asistencia por maternidad,3e129d7e550d4783bf6fef11350a4246
979,e6e69ffd3a0f43478f1fa636ebb1e2a4,Afiliado,Obra social,a2684948b7b7468c9afbe16271e6cae1
980,acd16fbd30fe459cba6e07f5d54e3622,Afiliado,Obra social,6113b53d023048929c99c8396d35dabd
981,9d2e7d80fb474b78b66bdd86659c2d60,Pensionista,Incapacidad temporal,208069a1fcbc452eab8ce728bb0ed916
982,f291ca6be7d245949bf4fbfc93b9ca73,Pensionista,Asistencia por maternidad,2c0541bdb0ac41d894433e432c16e91a
983,f22064afdcb54378aca527b1ec19deba,Pensionista,Incapacidad absoluta,0f7d7d0fdb8e4fc2b9f96da1ee3d4c3b
984,74570627a50f4dc799f93e0d3eb4b7d9,Pensionista,Pension por vejez,86ce48e8e7b44e6891458cfdc1189f87
985,327a713e40ab40209170ae627b778ba2,Pensionista,Asistencia por enfermedad,d57af17c921a4179a1800fe867b90da7
986,15ef6abd47c94b478c208be3b5cbc50b,Pensionista,Pension por vejez,6e30c657bf3c4852ae4a0ddb923b060d
987,000c249f7f13433392c8a789c005d7cc,Afiliado,Incapacidad absoluta,dc6ba5766f5441fe8b242df4e65f7317
988,2b1bbe8a1d0b4d91af6bac1af39f68f7,Afiliado,Pension por vejez,9d777bd470174f7195a03b67c15a1f23
989,cffe03eb76d347479904d15d7fe70a25,Pensionista,Prestamo hipotecario,c48119f57d134e4e94aca59d1ea6ddce
990,e0379fdfc2b949e292a9ea3341aceb38,Pensionista,Pension por vejez,42b6fba78cf342ef8c91bf2787c34015
991,06a1634572174b13a721447ddfa92e7e,Pensionista,Prestamo hipotecario,eefa4b36044a4c32b37866cea325a9bd
992,c02097c8537c48dca87acc302aa868ad,Pensionista,Prestamo hipotecario,d8772792ffef49039655c43f98bd2f88
993,9c235f1e52c548aa8cb5ab9a6672226f,Afiliado,Obra social,c04c870d3ec54e1189921e0c887c9d39
994,aa09b24962ed44a9857ecaff6e38db3a,Afiliado,Asistencia por maternidad,c25969763a1f43a08cf8658118dd5a95
995,74252ab362664bef960c34293fa8920e,Afiliado,Por el estado,94e2de2266a640f0b42732fecb8df62d
996,ee1b409de35a459296a1bf103aba7dda,Afiliado,Pension por vejez,b0908831670b4e299e14eaf531cd7bff
997,78f8abf2e54748428bb8cde442fd7b7c,Afiliado,Asistencia por enfermedad,0a229ed27d7d494ba0209597d2d15141
998,3a97ff0ca9d0433d95a66a65b52f99bb,Pensionista,Asistencia por enfermedad,c54cf6752de2436fa7f8e30e051435ba
999,610577a14f7c4d8e97640c5939112b93,Afiliado,Incapacidad temporal,a5cd415add1f4b23a8579fa32b87207f
1000,db578c4a5db74970af9cb28da958c537,Pensionista,Por el estado,5a5d57ddf5744f8595807446726df375
1001,6e40c7b89d2646d89c33fa4d656c15b2,Afiliado,Asistencia por enfermedad,3a9b8671c9bb49a8982c4b564757aef6
1002,c4d04e769d39478aa1af60772a2848ce,Pensionista,Obra social,6e3d918e8bae4407815deb9885532658
1003,8f47499adc07471ab2dd44f3f8d8c178,Pensionista,Incapacidad absoluta,9b01bf27b32b4dcc89a8adad606090c7
1004,7a77b917997c4787aa79ac02e028de7e,Pensionista,Partido politico,f35b6dd7d4644d3981ab8696b46e9576
1005,4653a6358c3947e7b8c5ad8044257dcb,Pensionista,Obra social,7eb9b9aa243e41beb2607c431ae3c65b
1006,3471e8e7f0a543f09e2140518d8323a9,Afiliado,Pension por vejez,bb7913e845984a79874b97528e2ac563
1007,29c1fe6baadd45d6a44f49e796b55217,Afiliado,Pension por vejez,04928b80771e4f19b1df7f6a1e428e84
1008,f02ff91d8eda481494dfec6f3750e4b8,Pensionista,Partido politico,3503f681f0e04296ba522e6f75276995
1009,2e083bcb36bc43c1b0a2a8002b537338,Pensionista,Partido politico,a814aaa5703d41cab799ad44987c5b13
1010,5eb260a0630c4439bd82f850444df0f1,Afiliado,Incapacidad absoluta,9029b9a4ed4644948e46e15b45004cc3
1011,64bf51a624454d1e94e524530d01c553,Pensionista,Partido politico,6655402aa05d49b0965c77f68a3d93be
1012,26155d8bb6e544e39dd0a071428abc44,Afiliado,Pension por vejez,6dcb30789a0a48f1a181619f1d9eedad
1013,f85480e7f04d4256bacecf9bba5fe38c,Pensionista,Incapacidad absoluta,818f6169084a4340933a5e37797cc050
1014,6a2e2a73ed8f42dab669151fcfacbceb,Afiliado,Prestamo hipotecario,5bb6688d3bee4f368de54fcceb5b9fa2
1015,0ff2e76513844ac796f1244a1b255be8,Afiliado,Obra social,77b8651a4a66407cb3de9a35f215d5e3
1016,aab9c00a4c4d4c3aba7dbe8892c4d15d,Afiliado,Prestamo hipotecario,7827736802ee45de8e5ddbbb66822762
1017,b33b54d775ad4170bb6ff26aeaffe31e,Afiliado,Por el estado,15d28c62ff554bd1b1fe2c33085a6a8d
1018,09b7aea7986e4b3bb913035c89f6c691,Pensionista,Asistencia por maternidad,56a3c86fd57949ea879161aba80c5a85
1019,9eed9b3a2f704837b17d19757267153f,Pensionista,Por el estado,c97cd6e0ce594970972bd1888ed55b95
1020,51e9f8a69abd4e109f059ff6371020ac,Afiliado,Por el estado,8367f693ab93474c95c5a252bfc47947
1021,edc1e5fedb0a417abb3d19a279c807d4,Pensionista,Obra social,516478817830435cbb18caac1e67d2f1
1022,e7657561c7984341a963df031f7ff7e6,Afiliado,Partido politico,35d55656196045ef84969848fd9d290f
1023,43851004ce4b4fa4b04346bbc977bdbc,Afiliado,Jubilacion,edb20c842d504b719d49f86d78e2daac
1024,502e38975caf4d529cd82f2331410819,Pensionista,Asistencia por enfermedad,0b252354fcc64de3b7d97246050c57e6
1025,7216cbe3510d47ffa93935fc1df156f3,Afiliado,Asistencia por enfermedad,359c167cf2eb495db332ddc065163897
1026,e60b65e2d9a9401cbe2f113396b1a08a,Afiliado,Prestamo hipotecario,2de0635e4cb640e581049c5dab3ddb71
1027,7a8a60506d58491fb9430f7e63e4c183,Afiliado,Asistencia por enfermedad,988d78ce3c77461d92d14591559d8ccb
1028,1d0031ff98184c5e838503bdc8fcea15,Pensionista,Asistencia por maternidad,2ec92139ae6c43b682922b89c6fb9405
1029,c27d246a53e1411694d134f7d955bee3,Afiliado,Asistencia por maternidad,690fffd2b822404dbbcba8b63fca4e56
1030,21bb056e22ba43f4b654ba3305521df9,Pensionista,Incapacidad temporal,4ac703dd11e5417191006cdb1ed82b92
1031,06511a2ea0134429ab6209f17853f52b,Pensionista,Jubilacion,a5c85ab8d168469e84186ef8675145a2
1032,01a1f1b7814f473b95f5718568f88470,Pensionista,Pension por vejez,d3bea07d6748492b9f281bcbc35de4d8
1033,6d0c7633d8ee4932a611edf6aac17e94,Pensionista,Por el estado,a2d0cd1d6f5f4b028283b39c9c8c4385
1034,c70ad0d67a3d4280935b96f58d56e829,Pensionista,Jubilacion,987136a6db3f4453b0322c2594368530
1035,a55aa6730f7e47399c3064f77627f1bc,Pensionista,Partido politico,fd917e13468943a1a9d8c70ea9b3f12a
1036,5a725b9798944688b97cd53f709a2369,Afiliado,Asistencia por maternidad,88ca44f3ab0b4d2eabb29f776e76c3cb
1037,4a122947856749ad9238ce66675080ec,Pensionista,Pension por vejez,b1f2087459d7456ca8cd0eb3d47de831
1038,4f3dbd58e2ad44cc9d1d1ed728ff4609,Pensionista,Partido politico,8406c22b58dc455c8ea690e7689d19b3
1039,9e3cf78ef362427b8b91fab86a2b3fcb,Pensionista,Partido politico,9d23ed6068c2456081291e229ff63956
1040,058ea1b5b4594602bf306064616d275d,Afiliado,Incapacidad temporal,24d58621c3df4a578eb41fc1738de4bd
1041,2317d021234b4a9695c3417c9b680b56,Pensionista,Obra social,51780aedf0724b3c93bbaa14f1c7f529
1042,590d54dfa743495dada15893b5ffdfb1,Pensionista,Prestamo hipotecario,cf9a7f28d6844202aac93a5c955aeeb0
1043,013586032b5b45fabd00be051e731600,Afiliado,Partido politico,5a7148f2601842c4be060d73cdb67cec
1044,315ee805e9c141ccb50076a0a3353eb3,Afiliado,Partido politico,df8d39d10c544101a929e91510136363
1045,6335f657730a44d59bc7754865a4bae6,Pensionista,Partido politico,1dc692b75fbd41978fef1b9f8eae924e
1046,980349b6cfe34d85a20261356df3211b,Afiliado,Asistencia por maternidad,669a52c89e654903a80b80c7bd72ef4e
1047,a3efc97dda32471f8992051be9dadf29,Afiliado,Incapacidad temporal,962dac80b4804d038f9f08c5bfd52afa
1048,451bea097edc4b088e6b360142e230e4,Pensionista,Incapacidad absoluta,61a2043bca4543f193dd0ca4eb97278e
1049,3cb5b3ee5a4b4e328440e8c73a058dc7,Pensionista,Prestamo hipotecario,1e90996e55c14bfba86106abd10c90d3
1050,e1b930f49ab342cb90ace2c3d0d40a47,Pensionista,Prestamo hipotecario,9094c1d19f694d33aaa1466a09ff4ea5
1051,fcdc1ac99f634880a61f5167ee9d2524,Afiliado,Incapacidad absoluta,1e2643d5d95e4f43809235c7c261e4fc
1052,aceeac4b4b184155b0f167ea1c2dccc8,Afiliado,Jubilacion,ecbd48dbe1f140e78fadc704afd10923
1053,800cddef63324888b1d4048dcd012275,Pensionista,Pension por vejez,8f024d013cd64b27bb39b58287bdeac3
