,VAR_ID_APORTACION,DT_FECHA_APORTACION,INT_NO_APORTACION,VAR_DETALLE_APORTACION,VAR_MONTO_APORTACION
778,6366caaf1fd24c5baca0163d974b35be,05-05-2022,16,Primera aportación puntual,190
779,70fdcd2e3bd445cdb14cbaf5e1b4847a,08-04-2020,24,Problema con tercera aportación,519
780,d1bba255629d493b829213171f6dfad6,22-01-2023,62,Problema con tercera aportación,059
781,283deeaa7b2b4cb48dcf5ca15806da9b,05-05-2022,63,Monto de aportes,739
782,c2fa25d77896447ca8502983c8c2561d,07-02-2020,50,Monto de aportes,919
783,8e2eb2a2f6fa48f287c2befc4a51fef9,10-06-2021,71,Monto de aportes,899
784,250039784749497ba76a253427567b07,29-11-2020,64,Revisar mínimo de aportes,186
785,1fa665383c2c4e4e8bfd81f77e12dd8d,03-09-2020,81,Revisar mínimo de aportes,487
786,f126b53cd94a473ea25e88664c23bf8d,11-07-2020,89,Revisar mínimo de aportes,476
787,2704daaaaaea443ca6cf483924862300,28-11-2021,43,Revisar mínimo de aportes,120
788,ce2a801d5cb94804b977fcaed7871d26,03-03-2022,84,Revisar mínimo de aportes,644
789,495de6e5a3fc441e946fe14d71fca9a0,10-04-2022,64,No realizo la décima aportación,532
790,ca152efb08214965b61a83494e2f14bb,28-10-2021,44,Revisar mínimo de aportes,325
791,75adc3e543944c55ac8e879b1275fad3,06-03-2020,76,Monto de aportes,057
792,97e596244689476ebe6439386351c549,03-12-2022,47,No realizo la décima aportación,516
793,7704bb5a172e460687ab32ced041335a,26-06-2020,50,No realizo la décima aportación,142
794,422f44726c4e44c0bca15cd22d4d4964,09-10-2022,60,Problema con tercera aportación,857
795,75de279a11854ac8b263ecf3bff3f604,02-01-2020,15,No realizo la décima aportación,566
796,fe1f121fa7e94769b5d55e8b6fc14109,21-05-2020,18,Revisar mínimo de aportes,803
797,41f5cb84ebfe4af99809e0ad025a679b,28-05-2020,83,Monto de aportes,343
798,02b1c87acafd40bd8ffebf5f5cab400c,01-07-2022,29,Revisar mínimo de aportes,901
799,fa318cc6044f49849c8fdcdebdf752d1,29-09-2022,37,Problema con tercera aportación,763
800,79b34c9c617c4cfaa9cb68e79602f425,11-07-2022,83,Problema con tercera aportación,471
801,6c7005e538cb4181b636901d005c0da3,08-03-2021,90,Primera aportación puntual,161
802,fe2a6a523faf4367a03f8e85eb69e436,28-03-2022,03,Problema con tercera aportación,231
803,5b0b9beebaae459b9cdeb73687c1a6d9,21-09-2020,48,Problema con tercera aportación,521
804,b5c9ee8a3d9e4fc78bd5c41b7d5d91de,02-05-2021,48,Problema con tercera aportación,819
805,de7f4fed52d54d6aafd501d1e062ca94,05-08-2021,19,Problema con tercera aportación,523
806,b09477cea722439f8810c386ad113e7f,07-08-2022,10,Primera aportación puntual,388
807,9a5df05381e64ce482008d8ec82bcdf7,28-11-2020,08,Revisar mínimo de aportes,090
808,7446fe008af3420c99850efa157d1150,23-10-2022,31,Monto de aportes,255
809,f92bca8ea82c4e53ab5a63b1e2ef3b60,28-09-2020,49,Problema con tercera aportación,198
810,8d86966312ab400d8db9aae8479abe79,14-07-2020,61,Problema con tercera aportación,634
811,341dc8c90eab47da874690acecec78f9,21-05-2021,14,No realizo la décima aportación,735
812,9bab093759c443f09b3cce8d7c75a490,14-04-2020,60,Problema con tercera aportación,109
813,428c3dc0aa9c4be7ad9428b67d31e56a,30-06-2020,51,No realizo la décima aportación,359
814,a43acc0184f349e1aa171ecfc709f8b8,06-01-2022,64,Revisar mínimo de aportes,924
815,04a3d25d3b0e447fad568eb9ce6026f1,19-04-2021,17,No realizo la décima aportación,741
816,895539b268f74c91a59d77038586c52f,07-06-2021,40,Monto de aportes,533
817,6b0252c9827448d7b32fd9eb6d84881c,03-04-2021,97,Primera aportación puntual,587
818,401854b4f3c04bb49a9e86b5cf292d1d,16-10-2020,66,No realizo la décima aportación,634
819,a64b215526244854b57ec7487a218827,11-11-2021,37,Problema con tercera aportación,697
820,a14dd1223da04c809eea2fc676b7a425,02-04-2021,28,Revisar mínimo de aportes,834
821,87131fb407b44c928bfb922e6635a561,04-11-2021,60,Problema con tercera aportación,417
822,dbc1e6e6ad6044258f325adf618e97a4,03-07-2022,75,Monto de aportes,033
823,d5afa5f359414c48be009b605941459f,05-11-2021,96,Monto de aportes,817
824,4c51a44495ef43498878cca56a712f6d,15-06-2021,53,Monto de aportes,438
825,051219d63b074f418ee670e5a68ce4de,29-09-2022,28,Revisar mínimo de aportes,258
826,dce1f6ba21d746d8bc988b7c2ed114f4,15-07-2020,16,Problema con tercera aportación,404
827,e459d880c9f64a518d525253ab9a6c7a,10-01-2023,69,Monto de aportes,573
828,f141260584d5459fa93861df6d8448dd,16-11-2022,71,Monto de aportes,928
829,b3fe19e38c364c389bdefea3e8633d21,10-05-2021,02,Primera aportación puntual,241
830,639ed9360f5e42bd97b2e8c95c51f3e8,27-05-2021,57,No realizo la décima aportación,979
831,62286e35ba8145daa012ac0344f449da,03-12-2022,74,Problema con tercera aportación,676
832,85ae7ef895d0485bbb1a3661a9b104d2,13-04-2020,04,No realizo la décima aportación,867
833,5ffc6ee3e951462b9dd2e2b9951fbc52,03-05-2021,47,Monto de aportes,843
834,14f45601995e4da490912c5eb5d91a62,30-04-2020,07,Problema con tercera aportación,963
835,b8e0e58bf37846e9a61a9f5f3d68a696,06-12-2022,45,Primera aportación puntual,652
836,47d85d0c33104ef8a6a7a0065190e1ca,31-10-2020,74,Problema con tercera aportación,184
837,dc458a13ed1845fd8a656d2f14af69c5,02-04-2022,96,Primera aportación puntual,632
838,c339842362fa46c184ca4ac176ef2b7e,13-01-2022,93,Primera aportación puntual,215
839,c549ff2add044abe8c58e6601ba11a78,07-02-2022,31,Primera aportación puntual,064
840,b6db76778738474caaf36d854b8f8cd7,22-06-2022,73,Problema con tercera aportación,593
841,d1aa42342d3e4d73bb3ae95196deaf1a,08-04-2022,89,Problema con tercera aportación,681
842,3cac1af8e07349de9eaf6e40b2027524,17-05-2021,55,Problema con tercera aportación,580
843,138fc2a7103a440bb1036321b590e338,25-05-2020,55,Problema con tercera aportación,575
844,51fbdd1222994e5a995a6d8b0c0e3e32,23-08-2021,04,Problema con tercera aportación,582
845,b6b53d7a680947b5beb772d3541da519,09-01-2022,32,Problema con tercera aportación,911
846,3d624b44baba499e98d9192abd07ea05,24-08-2020,23,Monto de aportes,082
847,3f1d3ceb3b8f43c4873de5559d05d44d,28-08-2022,61,Primera aportación puntual,159
848,97d2a50f32b2478f93ba1f3fb7aedc0c,11-02-2022,62,Revisar mínimo de aportes,621
849,721b7ad9f7a649b3b1da1335ec839a43,02-11-2022,95,Revisar mínimo de aportes,014
850,b2c825dbb3524c98ad0d77f6361db6ac,17-11-2021,78,Monto de aportes,200
851,9f65329aadeb4635ba05d3fe0bb2e401,23-08-2020,19,No realizo la décima aportación,942
852,47ae5513150e424cb81cff496ec54a88,20-06-2022,40,Revisar mínimo de aportes,065
853,3139f639a40f48f8946b9c40f0ea46c9,09-06-2021,85,No realizo la décima aportación,064
854,dd96903c57ba4ec79da87cc330b54c2a,07-10-2020,68,Primera aportación puntual,352
855,31f5a9b949b3488aa14af344b8cb22a7,29-09-2022,99,Problema con tercera aportación,736
856,81b9c990f53f40a4adf7b2df969d8493,15-11-2021,31,Problema con tercera aportación,505
857,522bf607e1d74293a808c834a08d3b91,25-09-2022,40,No realizo la décima aportación,891
858,124fd0063e204bbe98d1196c895da590,16-11-2022,16,Monto de aportes,496
859,aefb5dadec8b449e9e5b2e8b386e9915,31-08-2022,69,Revisar mínimo de aportes,136
860,e74f54d25d1841e7983378ed7c8e353c,10-06-2022,65,Primera aportación puntual,380
861,e23abfb8e9f742a2b5d79edf001ee1be,05-07-2021,58,No realizo la décima aportación,824
862,9952465dc1484a60a87bb66603ad5d35,12-05-2020,36,No realizo la décima aportación,977
863,d32805e5bafd45399fbdb48605f8b4b6,21-04-2020,61,Problema con tercera aportación,967
864,6db4e53f54974177acc4d56091e93360,10-09-2022,23,Revisar mínimo de aportes,906
865,0a465710ce3a4f5d909d75317ea1f158,08-02-2020,18,Revisar mínimo de aportes,397
866,ff3f730940e04f039c562cd376ca1246,08-08-2021,26,No realizo la décima aportación,040
867,4861c3a289f64af3836cba90675cc0c9,20-12-2022,34,No realizo la décima aportación,795
868,af9656783d6548f99d23ddc1ba8aed4d,30-08-2020,83,Primera aportación puntual,974
869,b58e4f53a7554ffcbe452f768d91c877,13-02-2020,91,Problema con tercera aportación,085
870,ebdf6976b89a4a5780be831fc2edbd7d,29-07-2021,29,Problema con tercera aportación,458
871,755c9f9417ce4238a48da3c16c5d081e,02-06-2022,88,No realizo la décima aportación,558
872,9560eddd108d42a3970b87ec22e23f68,05-04-2020,83,Problema con tercera aportación,738
873,539457b6ef384b59bd4f9353d789e3f9,12-11-2021,26,No realizo la décima aportación,105
874,f43d603d1ab547ab91bb1a3d6d0e9e69,06-10-2022,44,No realizo la décima aportación,300
875,1249855f44724bc9842242669b2a6574,15-11-2020,54,Problema con tercera aportación,802
876,0981fb22e1f946a6aebeda32f34fbb7e,24-12-2021,42,Primera aportación puntual,497
877,5df7205d8a35425f807958fb0c661b05,18-08-2022,38,Problema con tercera aportación,558
878,04de7dede30b4ded94778abe14d77f33,01-08-2021,29,Problema con tercera aportación,163
879,07bc669f5d204f9895ad141f9ee2dc81,23-03-2021,88,Problema con tercera aportación,531
880,eb0b62e244624ace92ac13c1b86c85b9,27-10-2022,64,Primera aportación puntual,128
881,065d6d8bf91b4d08bb0a7c3f5a6fb235,24-02-2021,00,No realizo la décima aportación,285
882,91860bf44b244a46ba71bd2c70430176,13-12-2021,20,Problema con tercera aportación,226
883,ce22816cdae04903896bc05fb4a9d458,25-12-2022,57,Revisar mínimo de aportes,723
884,5cef8cc99d4d4fd79d6a50689c8f1c49,24-11-2022,05,Problema con tercera aportación,206
885,1c7d6eef1ddb489fbdc71080bc9e95a1,01-03-2020,78,Monto de aportes,084
886,21dd70aa05194b20b7b0fa8b0bad1c6f,09-11-2022,27,Problema con tercera aportación,208
887,fd3570fcc89944a68c445bddbc4145d3,04-11-2021,83,No realizo la décima aportación,159
888,1f0a9a2791444b96a46d09b765d824b7,16-05-2021,24,Primera aportación puntual,569
889,66e29ab098194d4fa3f22d20cfade7d0,01-04-2022,10,Problema con tercera aportación,453
890,5724bd63d1c64131b6bf29dc0f0db294,05-05-2021,33,No realizo la décima aportación,261
891,57746346798946a7b235c9d44c6ea81b,11-01-2021,69,Problema con tercera aportación,702
892,e7a572cede4645e2be8f26f54258632f,21-08-2020,89,Monto de aportes,099
893,68eeb982fa994f2d8b41e2238b676387,30-09-2022,28,Monto de aportes,610
894,bf4128def1224597a175cf1711896085,18-01-2021,53,Primera aportación puntual,353
895,874b878e06aa4b2d8f104af073ff2965,26-09-2020,07,Revisar mínimo de aportes,360
896,a24a8160202a446cb57e16e0ca27b174,31-01-2022,27,Problema con tercera aportación,732
897,f41e1592f6b24c349a3e055c455e430a,20-01-2020,59,Problema con tercera aportación,738
898,5607bf915dbb4c328cb0a8921ae63a08,30-01-2022,05,No realizo la décima aportación,539
899,e240a4e287ab4a41b2388fbda68811c4,18-03-2021,60,No realizo la décima aportación,160
900,3ed48e42ac054eed8fcd94fe36a7f9fa,01-09-2020,85,Primera aportación puntual,328
901,0bfb393fa2d943929223579e3f268936,06-05-2022,67,Primera aportación puntual,235
902,3a73ba87bbf84087b39f130b9ab158ff,29-10-2021,81,Primera aportación puntual,735
903,dab863b1338a4f43aff96e75673f24a3,03-02-2021,76,Monto de aportes,665
904,56754a7172ed4cf1b840772b9afe6b4a,04-05-2021,68,Revisar mínimo de aportes,009
905,a047e0ea8baf47cf8520e340a6716b93,21-07-2020,42,Monto de aportes,026
906,25b133b41c564da691d1356e753a4549,27-04-2021,24,Problema con tercera aportación,229
907,07c86ad6578d45a188e168e0d5daa466,25-02-2021,46,No realizo la décima aportación,460
908,7832adc57c6a4e55a5a1cf20e0917534,01-05-2021,63,Revisar mínimo de aportes,307
909,1c6a67dc14044f0bae4ed0cd4503d522,05-09-2020,08,Monto de aportes,797
910,1a41545d51354899b3acb927090cd443,28-10-2022,39,Problema con tercera aportación,945
911,7ae0ec53a7694306a7a798997ae83ef9,09-12-2021,74,Problema con tercera aportación,529
912,86fed1b8f1834b928233e9c5f6055e3b,05-02-2022,96,Primera aportación puntual,732
913,26cd9399a29d4a8bae12b2da9034736a,08-09-2020,99,Revisar mínimo de aportes,148
914,0d0bb93eae7d4fd39b4e33690f1be79e,22-10-2022,73,Problema con tercera aportación,875
915,a9a262dbbb2443758dba5d9bd1744e77,25-02-2022,99,Revisar mínimo de aportes,694
916,48dd596d67da49209e94edf2e5e023a2,10-03-2020,16,Problema con tercera aportación,309
917,7b9bdd4346594638830598ff82f38f1d,24-12-2021,25,No realizo la décima aportación,480
918,237a0a8b8fea493a99b7a2504dd718cc,22-04-2021,93,Problema con tercera aportación,452
919,0c2393a9a6df48c6bdc141ad7ded6437,26-12-2020,98,No realizo la décima aportación,953
920,852def950f0141098314bb9e194be4f6,31-12-2022,00,Monto de aportes,794
921,c97d1d1e74004f5986904228514d30f2,13-03-2021,71,Monto de aportes,291
922,6942a7492c914f14ab72cc1137349cbd,30-10-2020,80,Problema con tercera aportación,544
923,8242ef9d0aed4f088f2ae55d5e6b7639,14-08-2021,17,Monto de aportes,690
924,113e85bceb934259815314b0d241e52e,31-08-2022,99,Revisar mínimo de aportes,382
925,9dc97164fff14b7c960398ea510d191d,11-01-2023,40,Primera aportación puntual,807
926,f2f426794dc349fd854fc4f216444353,11-11-2022,81,Problema con tercera aportación,296
927,f72dc9309669456b9ec99a9aeb941dda,26-04-2020,66,No realizo la décima aportación,761
928,b7a943a5bdf6482a997a4ec9837c5ce4,19-10-2021,26,Revisar mínimo de aportes,963
929,0d4778bc424a470eaab90026c9c104f8,02-01-2020,59,Revisar mínimo de aportes,443
930,ee5afeb9ee5c4cbfb9069b851374e34a,24-09-2020,58,No realizo la décima aportación,373
931,07226aa817584ecd9ac6e533e3025324,28-02-2020,41,Problema con tercera aportación,233
932,9d258fe0116d4b188ee545af49771112,06-12-2022,33,Revisar mínimo de aportes,454
933,6c4ed36bc8fb4d45b197c1e0966fbf13,14-12-2021,74,Problema con tercera aportación,470
934,4abbe64b858d4792977bd1e0acd6857b,26-12-2021,25,No realizo la décima aportación,043
935,c955c5e5954a43a28a241524ad3d5642,31-05-2021,41,Problema con tercera aportación,503
936,d29f2c5e47054842afc0d90e6578e5a6,18-01-2020,21,Monto de aportes,114
937,7772a681ce38407db4b405041cf4ef01,21-09-2021,09,Primera aportación puntual,099
938,e697655c39624ca5a0ee2d995e1e1570,02-11-2022,23,Problema con tercera aportación,038
939,ed48e946a34343d7a3e182babd268966,19-09-2021,91,Problema con tercera aportación,390
940,fda108538b1845a6b9ba707596154516,18-09-2020,74,Problema con tercera aportación,207
941,499064a9108b469aa9b50cba6970755c,17-08-2021,83,Problema con tercera aportación,361
942,7c41cea5fa1c4d378dbca8209d525d4f,15-01-2022,47,No realizo la décima aportación,772
943,fd9b3de27050485b97d12eef231d5001,02-02-2022,63,Revisar mínimo de aportes,900
944,d5a450834ab04ff98b82419b2007c943,31-05-2020,54,Primera aportación puntual,457
945,f2b825d02d804f9c92dd7ec3f54efecd,24-03-2021,01,Monto de aportes,702
946,45a65b8be1ad45fb82c2d07ab4686c1d,20-04-2021,54,Monto de aportes,360
947,8f7efc4a355c4510a6454878d40f14f3,28-04-2022,12,Problema con tercera aportación,548
948,c5073065d2644b9a972fbcf9ef4d4ed9,22-01-2020,74,Revisar mínimo de aportes,594
949,e616f80f4c194d4c872521f756c68814,17-04-2022,85,Problema con tercera aportación,014
950,af1add2639954f86a50ab5df899435c9,05-08-2022,26,Monto de aportes,322
951,3ba6d85262f64b2fae58a33abdc5feb7,08-04-2020,00,Problema con tercera aportación,045
952,5cdb9ecaa61a47ccad245e5d7559caee,07-03-2022,02,Revisar mínimo de aportes,004
953,90e72d761df548c58c542e420cddd8c4,04-03-2022,12,Problema con tercera aportación,515
954,c8f78263bca94654a18355e0f0b7d4be,26-06-2021,87,Revisar mínimo de aportes,829
955,29fd7bbee4de4ce58c27573a3d19e03b,05-12-2022,65,Revisar mínimo de aportes,767
956,ed8b1aeeefd14a018558f994b64c0d65,10-04-2021,40,Monto de aportes,377
957,d4027ffd1fc44ba68842c9fbd39bc192,28-04-2021,06,Problema con tercera aportación,032
958,c3c28fee77404bbfbaaaa6830fb40d45,28-01-2020,11,Primera aportación puntual,049
959,91bbc682f0f94e00adc3b416897bafe0,26-06-2020,38,Problema con tercera aportación,688
960,b2407e6701074a94bf5fe17adf34e7b5,22-10-2020,98,Problema con tercera aportación,964
961,94e57e9167874d4c823ad2419fbf8f81,28-12-2021,41,Problema con tercera aportación,247
962,28dd42d6a54241259744fe9756e00ed0,14-05-2021,68,Problema con tercera aportación,398
963,6d2fdc2dd62b4a8b870c135e3c49569d,14-06-2022,87,Monto de aportes,181
964,ad825f98bbb242918b18ca64d9314ec8,21-03-2021,81,Revisar mínimo de aportes,460
965,65b5f0ba948841a8b6db3c9f17561ba0,30-06-2021,01,Primera aportación puntual,667
966,6818fac1504146fbbcdce700862ff06c,25-10-2022,94,Monto de aportes,712
967,2127ca4008fd4ba4bd4f76e0dc84c228,10-05-2022,51,Primera aportación puntual,778
968,4d8d4122e2d2443095338711fcd5ff94,24-06-2021,51,Problema con tercera aportación,211
969,ee384f28c04443b9bcdcc94f39977438,14-03-2020,44,Primera aportación puntual,832
970,8db673bdbdab4230a8114adfe04873c8,08-01-2023,20,No realizo la décima aportación,469
971,ba44069fe89047ed8bb5580c62ca1f1d,17-05-2020,90,Problema con tercera aportación,515
972,0ca8917e5fce47138aa34dbe5741e7a3,27-04-2022,11,No realizo la décima aportación,346
973,39121a30edd74689bc779091a923a27d,20-01-2022,25,Problema con tercera aportación,870
974,c2a88ecdb4c34558b54a7fbb979eb9fe,28-04-2020,16,Problema con tercera aportación,592
975,0cf62dc662ab453a90d3ee973e7db7c9,18-08-2021,69,Problema con tercera aportación,677
976,885c9e7df384494790f642f53b24f0fd,05-01-2021,50,Problema con tercera aportación,871
977,cdeec5f364854cb8bbe2d2eb0662e327,15-05-2022,95,Revisar mínimo de aportes,537
978,233292e751bb420abfaa7a477bb6ee90,04-10-2022,37,Primera aportación puntual,142
979,d35b85166995447bb89bc73349da764f,12-08-2022,21,Primera aportación puntual,745
980,6c97217f4e85424d9deaf8ababc3db8c,26-03-2021,93,Problema con tercera aportación,925
981,5dfcfca4ca9140c5964a596385045088,24-04-2021,70,Revisar mínimo de aportes,406
982,948429aac9074a1aa3fb238fbc424da0,27-07-2022,63,Revisar mínimo de aportes,551
983,8f1efc1526b5417999a5b44554189139,16-02-2021,47,Problema con tercera aportación,577
984,5fbefbdce0e246dd9ae61655230e0249,01-05-2022,54,Problema con tercera aportación,170
985,aad05556b5264dd2bf0be05845001821,30-07-2020,97,Problema con tercera aportación,404
986,2391e391933a40ae9c7d21fea6299a5b,26-09-2020,75,Primera aportación puntual,485
987,b211725d0eb8441b987fff3ce014c3ff,16-06-2022,22,Problema con tercera aportación,666
988,8fe58f2cb05142b4aaff0c598f9a7846,14-12-2022,27,Problema con tercera aportación,746
989,afbcc9b9f5fa457b9b8c032823a8f0f1,04-03-2022,86,No realizo la décima aportación,008
990,ce38ef602b07440e8b5f82ed16931adc,29-12-2021,31,Problema con tercera aportación,333
991,e9a9da18e68b43a4b349b24a848c12a1,17-01-2020,96,Revisar mínimo de aportes,365
992,1e83cb8eea8440b9b3458f451d1c1902,18-03-2020,28,Monto de aportes,619
993,bcf1b5e4a58b47ae9efe71713ca5190b,24-10-2022,58,Problema con tercera aportación,431
994,5f524774eb984a2c8880cb92be635bc7,18-02-2020,98,Revisar mínimo de aportes,485
995,b71e5367ae424789ad4396d4582112b5,29-10-2020,08,No realizo la décima aportación,611
996,7ce501cd83154f9c8e3453f36e81dfb5,23-06-2021,22,No realizo la décima aportación,520
997,dc4fbdd013254440a8d4ef2db5b74e6e,19-11-2021,30,Problema con tercera aportación,513
998,67c51289bcb942fb980cb2c9af69eb8b,20-11-2022,19,No realizo la décima aportación,806
999,aec99bd659ee485480360c8b6223b51b,16-06-2021,88,Problema con tercera aportación,243
1000,822b522b6270400eb81c1fb95d581d3a,16-02-2021,52,Problema con tercera aportación,005
1001,3dc4ce810ca14681a55a831891e0e075,24-01-2021,52,Revisar mínimo de aportes,473
1002,f28c2c4499b74174b40135d4d1591c01,08-05-2020,92,Revisar mínimo de aportes,784
1003,dd722e5abfce49b6a5d76986f0b64170,27-09-2022,71,Primera aportación puntual,145
1004,ad2791353a0040a89a709c36c4ef508d,27-07-2021,77,Revisar mínimo de aportes,222
1005,5f91f90788bd4ca5b4f7959c70e7904d,03-10-2022,72,Problema con tercera aportación,901
1006,546782651f044723981f3f8a4da28695,14-04-2020,84,Monto de aportes,481
1007,e9d5e57880354ca9bb5c0e3a9ede4c11,20-06-2021,30,Primera aportación puntual,553
1008,b3c8ae28972d4859aada0b3cd69d8e72,03-02-2020,26,Monto de aportes,002
1009,981a30da49fc4966a780cb7f9aac523c,11-01-2020,86,Problema con tercera aportación,330
1010,4dac96c96d7a4c84b38e3a408163f056,16-03-2022,21,Monto de aportes,496
1011,c0c947afd33346b689f423db8b622085,21-08-2021,99,Monto de aportes,128
1012,21a99ab3a6aa47a68de9be77a6327a6b,09-05-2020,52,Problema con tercera aportación,456
1013,e29cd5cef916466b97537b02f2cc7486,08-02-2021,81,Revisar mínimo de aportes,419
1014,1206f8635f4c467792100bc7839a0a49,26-09-2021,02,No realizo la décima aportación,046
1015,b963d78cfd834809824190238b83b513,22-01-2023,07,Problema con tercera aportación,789
1016,fdddec35d1414d4d97c577ac17a12b2c,18-02-2020,05,Primera aportación puntual,478
1017,0d017d66c7884f8cb5e72dcd7c3db1a7,07-06-2020,73,Problema con tercera aportación,645
1018,85501822541c401ab0c9f27fd8134fd3,02-01-2023,56,Problema con tercera aportación,159
1019,608a543d25314e1690178bdc95fc1df0,01-04-2022,53,No realizo la décima aportación,752
1020,dc54c4de8a634b57bb324f8763cab7b1,03-01-2020,10,Problema con tercera aportación,520
1021,3f64ebc3f1b54d158fe33d7e7cb1cc17,16-05-2020,28,No realizo la décima aportación,677
1022,d1f47146bfbe445eb8edddcd03754c39,15-12-2020,81,Revisar mínimo de aportes,328
1023,e9ff1d123d5b4bc1b6cbf59836bc9b11,23-02-2021,94,Monto de aportes,872
1024,28c2d63a3d7341c088b7172cabba7d0a,03-04-2020,34,Problema con tercera aportación,873
1025,335cc6fb2cc24a22b4ccc19cd56fd608,14-10-2022,21,Primera aportación puntual,719
1026,dfeb3ef5f062464f81bf94e801493ce5,02-11-2022,55,Monto de aportes,151
1027,5ac774a7b910464998b7f912f927f9b6,21-10-2020,31,Problema con tercera aportación,312
1028,4145a9313e074e19acca0b921028a3b9,03-02-2021,49,Problema con tercera aportación,385
1029,f60dd125381f467c8892686055f2c7b5,16-07-2022,46,No realizo la décima aportación,437
1030,fb24507aaeb64f5b901870aa390dade5,09-09-2021,25,Primera aportación puntual,221
1031,2a4fa2c82b4445abb5f5db1a43c3a9b8,05-07-2022,64,Revisar mínimo de aportes,781
1032,3aedd5a94b9f4e829d3e5ae8efa17b48,12-02-2022,01,Problema con tercera aportación,761
1033,273e020a1b75415a84b45646da5c316e,19-07-2020,77,Problema con tercera aportación,241
1034,e65f049c082b41e5b946ffb7aa77c496,18-10-2021,45,Revisar mínimo de aportes,865
1035,dd720561b3144cef8333ad53c8be8f8e,19-11-2020,92,Revisar mínimo de aportes,308
1036,1154ecd729604b2182f2ab235f997ff7,16-03-2021,12,Monto de aportes,160
1037,6ccca8b50e214c78971df875f80dcf8f,17-09-2021,71,Monto de aportes,159
1038,57399d78a6ec4034af386ad9302c103c,08-04-2021,25,Primera aportación puntual,400
1039,5e9ef3d3b5df412fa225cb6ac7ebd23e,25-09-2020,14,Revisar mínimo de aportes,883
1040,0214299dd8b64065be4c794fe33fd96b,15-02-2020,70,Revisar mínimo de aportes,827
1041,952240daf7064e34ba363142ef0045eb,13-05-2022,62,Revisar mínimo de aportes,771
1042,8b8640f2d6e64712b28fd6581a109cac,05-10-2020,70,Problema con tercera aportación,198
1043,bb1e741460604aa5b932f1496e3c5838,15-08-2020,11,Primera aportación puntual,405
1044,fcc4545869b8484e9ba561c1a979d46e,01-03-2020,61,Problema con tercera aportación,528
1045,87e8ee21d76c4e6dbc9de817a8dbf211,31-10-2020,96,No realizo la décima aportación,218
1046,9d81f34c8c5a4880980fa772f1e33a09,12-09-2021,38,Monto de aportes,388
1047,cc5ad82c261b4ac097156598593c8b44,24-12-2020,40,Problema con tercera aportación,243
1048,ee6595b0f5b04a349287c2e074b4fe8a,15-03-2022,32,Problema con tercera aportación,996
1049,879ae39f003a49139ac873142aa56bde,05-08-2022,42,No realizo la décima aportación,017
1050,66d8c736e00244be851c9edb267032dc,12-09-2022,37,Problema con tercera aportación,824
1051,da040802028549bf86b62f7697e13e17,20-10-2021,16,Monto de aportes,614
1052,e81e4a2d7d7f41ca913feb26b57a969f,07-12-2022,35,No realizo la décima aportación,463
1053,139afd66aeba47be94377bdaf629368d,27-03-2020,52,No realizo la décima aportación,768
1054,d8746f8369a242b3b6cbd4735e938954,12-04-2022,89,Problema con tercera aportación,347
1055,c45b0d010aa4478fbe0bc08f49f60705,03-06-2021,26,Problema con tercera aportación,045
1056,cc48c1ad84ea49f48a951534ac4d2b58,15-11-2022,14,Monto de aportes,019
1057,1d6a3ddec65a4972ba33a2a5b21b5022,10-08-2021,86,Primera aportación puntual,631
1058,62e5e56654b6406593f71f8369aefe98,18-11-2020,51,Revisar mínimo de aportes,918
1059,7312d7aa33e74a27904915bdd69f4ef0,30-08-2022,07,No realizo la décima aportación,724
1060,34ca3b4b528749029a270d7ac28d14d6,12-03-2022,80,Monto de aportes,821
1061,1856bfd6cb9e4cee8504b1461cf54f7b,16-06-2022,54,Problema con tercera aportación,138
1062,3bb26a9283cc4975b7da82ddf7273950,09-07-2021,87,Primera aportación puntual,469
1063,e20dd4b93dca4a37a1332af3ae4a679e,05-06-2022,22,Primera aportación puntual,451
1064,8148c55413904a16bba4b081f1b966a4,26-10-2022,92,Revisar mínimo de aportes,246
1065,e92a227671d04dfabeb87c211904e18b,23-01-2020,03,Monto de aportes,543
1066,fcc9a037c22144c9ad87f4041dd74f4a,03-02-2021,61,Problema con tercera aportación,752
1067,5308aab76f28459b95982945ec9e32cf,29-11-2020,52,No realizo la décima aportación,771
1068,995774397b7141ee8ebfb10510766fc6,06-11-2022,96,Problema con tercera aportación,768
1069,e5501aaf23b847ad9f1d6002842bfd44,17-09-2020,83,Problema con tercera aportación,169
1070,2f8e14428ce0450d811cfca94eb4c299,18-06-2020,60,Problema con tercera aportación,623
1071,92892205888d40f19b51012410c12734,02-09-2021,91,Revisar mínimo de aportes,339
1072,a087e79eb0424c949b59e157247df0c6,22-11-2022,15,No realizo la décima aportación,237
1073,c3ee0d9b10784141b74ab122d481f502,27-11-2020,80,Problema con tercera aportación,361
1074,20a38c6bf80c4b5abf0421e99653fcd7,14-02-2021,75,No realizo la décima aportación,897
1075,824238cde84e4e0f88fc2c9f4207c3ee,27-01-2022,73,Problema con tercera aportación,289
1076,4b72438f74a2400fbe8a0aca28c79042,30-08-2022,53,Problema con tercera aportación,116
1077,80b5d7a41872493ca10b895117e3dc33,24-09-2022,61,Revisar mínimo de aportes,964
1078,d2e630f1d09143c4ba66db5eb89b810f,23-11-2020,50,Primera aportación puntual,352
1079,41539fba093a43a9ba7129629da919e0,01-01-2021,74,Primera aportación puntual,206
