,INT_ID_EMPRESA,VAR_NOMBRE_EMPRESA,VAR_DETALLE_EMPRESA,VAR_RESPONSABLE_EMPRESA,VAR_PROVINCIA_EMPRESA,VAR_CANTON_EMPRESA,VAR_PARROQUIA_EMPRESA
1165,c97a85303908468e87f4ce3bbca6b7d0,Andrew Edwards,Peluqueria,Joseph Sharp,Loja,Colta,Rio Tigre
1166,f3e8b5ceab9f476597d1307a0c7bd897,Monica Martin,Albergue de animales,Holly Schaefer,Sucumbios,Chordeleg,Palanda
1167,d1129fce439c4200a1e17bd03797a2e4,Nina Sandoval,Orfanato,Elizabeth Brown,Pichincha,Montecristi,Jerusalen
1168,7f2a64c2fd3b4659bc5b25c3a59df7c0,Keith Gilmore,Empresa de carros,Juan Johnston,Azuay,Centinela del Condor,Viche
1169,afb37a232a694ae5aa8ed97ab999d70d,David Graves,Servicio de telecomunicacion,Christopher Nunez,Galapagos,Archidona,Larama
1170,2a56b07e1cf3476089c54f3188b9f11d,Jake Johnson,Servicio de telecomunicacion,Daniel Washington,Pichincha,Palenque,Nulti
1171,124f5e8731ef41b18316f26251b913da,Shelly Mullins,Museo,Melissa Anderson,Napo,Quininde,Rocafuerte
1172,23a2566f35344309b1b66ccbd0317eff,Molly Pruitt,Orfanato,Paige Perez,Loja,Puerto Quito,Zaracay
1173,1c8f6a434e214c6dabe9f165a5a21f64,Renee Mckay,Empresa de gorras,Elizabeth Best,Manabi,Santa Lucia,Mocache
1174,90e14fdd9a2042aa935196f8d204c9d1,Sharon Baker,Empresa de software,Janet Wilcox,Napo,Vinces,Manglaralto
1175,f122bb3a4c0747e19cb6358635fdc330,Steven Brown,Orfanato,Douglas Gould,Chimborazo,Tiwintza,Regulo de Mora
1176,10432abc956a491aadf70b09846018d8,Angela Price,Ferreteria,Amber Jenkins,Galapagos,Palestina,Valladolid
1177,170210becf1a4efb81df16b9e8cd9bb2,Jean Barnes,Empresa de software,Crystal Ingram,Sucumbios,Suscal,Chilla
1178,facd88afa2a547edab05a494d292e919,Alex Garner,Orfanato,Roberto Khan,Los Rios,Huaquillas,Ilapo
1179,eafd4aaa935447199690ee7c5ba7e04f,Ronnie Johns IV,Supermercado,Mr. Antonio Hall,Carchi,Tosagua,Manglaralto
1180,9bf2c2f54e1c443ca4d48b47b01a346f,Daniel Mills,Farmacia,Michael Green,Santa Elena,Camara,Chontamarca
1181,66ca24c38c124b509d521305b2fe5d76,Troy Gross,Empresa de alimentos,Anthony Morgan,Cañar,Aguarico,Avila
1182,d1f836cc4a3d4c19883ca0d0730bc3ef,Aaron Garcia,Ferreteria,Joshua Williams,Napo,Atacames,Mocache
1183,f1ddcdecef5c496d946e4c9b1f90110b,Michael Edwards,Orfanato,Ernest Gomez,Carchi,Naranjito,Cañi
1184,7d948f62129c4fafb70cfadc443f5c93,Joann Evans,Empresa de telas,Gina Mcdaniel,Los Rios,Pedro Vicente Maldonado,Chillanes
1185,c9ec82a9823d4f27974705c751fa30a1,Tyler Goodman,Empresa de carros,Nicholas Curtis,Santa Elena,Loja,Maldonado
1186,fe37870c8d0c41aaa2781f3beb3861a3,Rhonda Miller,Museo,Michelle Parrish,Guayanas,Portovelo,La Iberia
1187,c3673c084ffa4a23a316ead9ed6db7a8,Kelly Tate,Farmacia,Kristin Reyes,Galapagos,Santa Cruz,Cebadas
1188,584f71b34cbb436aa1ebc3927983d035,Jessica Garcia,Orfanato,Jessica Morrow,Pichincha,Montecristi,Yasuni
1189,7b1fd9e80d16424394ec89b01ef0755d,Brandon Davis,Orfanato,Joshua Rojas,Sucumbios,Ventanas,Maldonado
1190,468d71c98b1b4589bc2e47f5a018d366,Jean Chapman,Supermercado,Mary Wong,El Oro,Pucara,Cahuasqui
1191,5e4a21f2b346495bbc5ccc4df392fb21,Christine White,Orfanato,Brenda Bowers,Cañar,Daule,Ciano
1192,148a31187ea4446ebe6c0ebda483c41f,Kaitlyn Dominguez,Empresa de bebidas,Lauren Miller,Tungurahua,Arajuno,Quingeo
1193,2ed14841f9664a6898bf2040ab301654,Ashley Ray,Empresa de ropa,Mrs. Courtney Carr,Los Rios,Ibarra,Quero
1194,5c2f9dc0d6d84da694e857ce4f7df88a,James Arroyo,Orfanato,Robert Fuller,Galapagos,Jaramijo,Maldonado
1195,a4a49d3030ce48fca0f5788d6ce765aa,Tiffany Sutton,Orfanato,Kelly Jenkins,Pichincha,Santa Isabel,Aguas Negras
1196,057bd16b8d694a05bcd7ac140fb80fc4,Misty Peterson,Albergue de animales,Angela Thomas,El Oro,Tiwintza,Los Esteros
1197,395f201b050f468aa38d1c34fd4400a2,Michael Good,Orfanato,Garrett Reed,Pichincha,Portoviejo,Salinas
1198,13730d7b3ea742118962c2d8f3ea2592,Stacy Allen,Orfanato,Shannon Harrison,Bolivar,Riobamba,Cevallos
1199,8ed2b31750a143d796ef518dec6bdd0c,Willie Miller,Orfanato,Antonio Wilson,Galapagos,Lomas de Sargentillo,Baeza
1200,cc604f34aadb4050893989afef5d8291,Evan Webb,Empresa de zapatos,Ryan Archer,Santa Elena,Salinas,Tenguel
1201,873789a2616e4ea9a4bff6a969c50536,Gerald Shepherd,Servicio de telecomunicacion,Kenneth Crawford,Santa Elena,Sucre,Carcelen
1202,e365423cad724b329a04eb19010283f4,Steven Hill,Orfanato,David Vasquez,Imbabura,Saraguro,Santa Rosa
1203,0ad908fafe484c20a2417d7546fb3b7b,Garrett Brown,Supermercado,Jared Jackson,Chimborazo,Santo Domingo,Esmeraldas
1204,fd257e7072e14ae1a5acd406b2b09469,Timothy Boyle,Orfanato,William Taylor,Pastaza,Cayambe,La Victoria
1205,dfa0ca1b7ad54f7095cc65718be37e36,Lisa Thompson,Orfanato,Andrea Ayers DDS,Galapagos,Jaramijo,Tundayne
1206,f3fc377b06664fe59c3f315a73b54927,Kelly Wood,Empresa de electrodomesticos,Victoria Collins,Galapagos,Urdaneta,La Victoria
1207,c8ea108877314d07bfdd920d8f3ba1d4,Phyllis French,Orfanato,Dana Castro,El Oro,Salcedo,Paquisha
1208,01fb7da5de3f421fb07a1d373cb6bdc9,Bianca Burton,Empresa de carros,Brandy Martin,Los Rios,Isidro Ayora,Latacunga
1209,8508a142ef2148ec9357ffab5499cb75,Cristian Anderson,Empresa de zapatos,Jesse Bautista,Los Rios,Aguarico,Cojimies
1210,f182fd81055b46adafb5a9a6bf2985d3,Mercedes Vega,Orfanato,Beth Gould,Tungurahua,Cayambe,Mocache
1211,8e3457cc4f4d418a8b002819d9ddb72f,Sarah Rogers,Orfanato,Laurie Cohen,Santo Domingo,Jipijapa,Cumbaya
1212,5c0e44b8e57d495eb7944edc909ea031,Brian Myers,Orfanato,Noah Johnson,Guayanas,Cayambe,Mera
1213,c3b6118f8c8947f8a90dfaeb2795995a,Roberta Cook,Orfanato,Mary Hicks,Morona Santiago,Puerto Quito,Guadalupe
1214,e1321a0c5d244282af1e43056c5f0591,Justin Greene,Orfanato,Timothy Singh,Bolivar,Quero,Paquisha
1215,d59cd21c12c0422aaa9cc38d6005d60c,April Hood,Orfanato,Lisa Miles,Zamora Chinchipe,Naranjal,Cojimies
1216,6f7420fee25740f4a30e952d30570439,Amy Buck,Servicio de telecomunicacion,Teresa Sanders,Pichincha,Pichincha,Pelileo
1217,d1f9085dcf8643a7ad061febb6d30a0a,Nathan Burns,Servicio de telecomunicacion,Andrew Brown,Azuay,Huaquillas,Tacamoros
1218,511547f18ba14486a28b56b09c3e67f3,Lisa Hendrix,Museo,Jean Tucker,Pastaza,Caluma,Sarayacu
1219,2ecd191285344b33b850b90572e15ab8,Brittney Campbell,Supermercado,Mary Miller,Francisco de Orellana,Samborondon,Salinas
1220,7d0869b4d115420c93b9747973cb15c2,Austin Anderson,Elaboracion de instantaneos,Nicholas Miles,Esmeraldas,Quevedo,Salinas
1221,8d94845a46e74167a26a990c7bc4b774,Nicholas Flores,Empresa de electrodomesticos,Daniel Howe,Azuay,Pablo Sexto,Atuntaqui
1222,364cad32dd7742aaa1b010c76b1f2ebc,Bill Harper,Empresa de electrodomesticos,Edward Miller,Cañar,Montalvo,Pomona
1223,f239995d3e684b6ebb7a85be8431e117,Angela Curtis,Orfanato,Kim Mills,Santa Elena,Gonzalo Pizarro,El Rosario
1224,c05750fd9f994a4ea7b8bc4ce41b10e0,Taylor Massey,Servicio de telecomunicacion,Paul Pitts Jr.,Francisco de Orellana,Pedro Vicente Maldonado,Taisha
1225,0ccf9d85f86b4cfe8dcaa00aac13c547,Mary Miller,Supermercado,Margaret Graham,Sucumbios,Espindola,Atuntaqui
1226,93106a90156448809249f58b7acf516b,Brandon Dixon,Editorial de libros,Carlos Wood,Loja,Portoviejo,Piedras
1227,86f8fc375455437ba920df4ed371ddb2,Eric Delgado,Servicio de telecomunicacion,Jonathan Bennett,Guayanas,Huaquillas,El Condado
1228,67d4e4de850645b2be3b4312496eb532,Walter Dennis,Empresa industrial,Mr. Jonathan Gentry,Santo Domingo,Santa Cruz,Zumbi
1229,7ddf1b189f13414e8f4e2286c184d4cd,Steven Miller,Ferreteria,Eduardo Guerra,El Oro,Puyango,Atahualpa
1230,1650c69058d24ccd876af15df0692a2b,Jose Henderson,Empresa de muebles,Dr. Ryan Knight,Santo Domingo,San Miguel,Azogues
1231,3ce5de11921b42f1adfdd3fefbde8dbd,Julie Gross,Empresa de software,Jamie Stone,Azuay,Chambo,La Matriz
1232,3fd95d0555bc45418731e5a3665a0e82,Tracy Klein,Farmacia,Sabrina Jackson,Esmeraldas,Jama,Timbara
1233,e202fe4bc9954150a81101f40adc0c12,Michael Becker,Empresa de ropa,Stephen White,Guayanas,Mejia,Tumbaco
1234,a5c56d15e84b4f4db27bbcff52ecaf20,Cody James,Editorial de libros,William Martin,Los Rios,Jaramijo,Chile
1235,041feba5787942fa8da12e221c52ad4c,Jeremy Cook,Supermercado,Edwin Garrett,Pichincha,Sigchos,La Iberia
1236,a36ffd980b3e4f9da1685dd1fbec433d,Heather Perry,Empresa de muebles,Rachel Moore,Zamora Chinchipe,Putumayo,Puerto Napo
1237,5bda6884c2bd4ce28c0469c382ce8a8f,Regina Caldwell,Orfanato,Julie Miller,Sucumbios,Valencia,Ricaurte
1238,6c621505d5d04804a8287e664045f023,Christopher Mitchell,Ferreteria,Kenneth Galvan,Francisco de Orellana,Sozoranga,Mocache
1239,0b2c8f7a9ebe42e4916494434c69e436,James Sanchez,Empresa de juguetes,Wesley Barnes,Pastaza,Antonio Elizalde,La Victoria
1240,730d486dc96f404c9a04be3f555003c2,Rita Turner,Orfanato,Alexandra Mason,Loja,Zaruma,Machala
1241,96093b5b7d6043e6b857a77ee6b2ba85,Maria Price,Albergue de animales,Paige Young,Pichincha,El Pangui,Letamendi
1242,cda573e6eb3c4e53a648ccb4c2fe3c46,Caitlyn Griffin,Empresa de software,Haley Walker,Bolivar,Mira,Tuutinentza
1243,55d476aa775544f9ae4566aff10e9ddf,Shane Romero,Orfanato,Aaron Contreras,Esmeraldas,Valencia,Apuela
1244,b3ff4578ca0849698615636623d2b43a,Sara Peters,Empresa de alimentos,Eileen Martinez,Francisco de Orellana,Duran,Nulti
1245,5a05739d7f854c9fb8bae892f65b8c8b,Joshua Woods,Orfanato,Tyler Shannon,El Oro,Huaquillas,Yaupi
1246,625e993fba8b4288bb5415c9badc5e3c,Edgar Davis,Orfanato,George Wheeler,Galapagos,Guamote,Larama
1247,ba96c8de21844c0f8bd5c5e54b3b82d9,Stanley Kerr,Farmacia,Alexander Ramsey,Bolivar,Santiago de Mendez,Maldonado
1248,70210b53c59b4f738bc61ba80d6a4a5c,Zachary Hart,Empresa de software,Robert Webb,Pastaza,Zapotillo,El Condado
1249,24cac4ee16c14b31b0a434e00ed70329,David Bryant,Peluqueria,Eric Williams,Chimborazo,Chinchipe,La Matriz
1250,9076b27e257a4cb292bd0e67252bc49f,Stefanie Little,Orfanato,Megan Strong,Loja,Balzar,Sinai
1251,f88053bed9a447e49bcb4cb1503d265d,Brooke Miller,Empresa de alimentos,Beth Wright,Pastaza,Otavalo,Rio Tigre
1252,a734521066f140e29cecbdc376f2121a,Angelica Chavez,Empresa de bebidas,Sharon Copeland,Bolivar,Esmeraldas,Rio Tigre
1253,4f342521c6e4463e9fe004b4869e26b5,Linda West,Empresa de electrodomesticos,Susan Welch,Chimborazo,Guamote,Tarqui
1254,6d5d8bf80ea34fdaa14b14f42c2a1801,Sarah Hardin,Museo,Kimberly Odom,Manabi,Jipijapa,Chuga
1255,3acdf55e616c469980ca28eeadf89ec5,Daniel White,Empresa de juguetes,Robert Reyes,Santo Domingo,Quilanga,Ducur
1256,b317d50e14ac44279e1f0e55d71a7078,Cassandra Thompson,Empresa industrial,Shannon Cole,Imbabura,Junin,El Chaco
1257,b0e5aed5fff94ebc9fb7ca254a243e45,Kimberly Perry DVM,Empresa de software,Nicole Garcia,Tungurahua,Ventanas,Chaucha
1258,417b5e893c374420800179f01cbe344e,Scott Boyle,Orfanato,Darin Porter,Napo,Atacames,La Union
1259,4dcd4ac6358a4a7cbe64655088f046ce,Michele Skinner,Empresa de carros,Leslie Harris,Francisco de Orellana,Yaguanchi,Pañacocha
1260,94fe875c74674f53895b1557edfe71b5,Jeff Velazquez,Orfanato,Brian Manning,Chimborazo,Guamote,Pifo
1261,89556802b829496cba80dc38fbe87223,Brian Bell,Empresa de software,Adrian Davis,Napo,Espindola,El Chaco
1262,38e08689a64b40cd9cf69d48428a38e4,Timothy Keith,Orfanato,Patrick Williamson,Pichincha,Sigchos,Tipitini
1263,adc99d99b4314c4eba43bc3e99f277f0,Stephanie Hernandez,Ferreteria,Anna Walker,Santo Domingo,Isidro Ayora,Rumipamba
1264,0d8f0cda1dbf48c79cfa16118ebe2f32,Nicole Wiggins,Editorial de libros,Danielle Johnston,Tungurahua,Isabela,Tuutinentza
1265,b4badeb995ea4bc5b5ad539c17ba7e2a,John Chapman,Elaboracion de instantaneos,Ryan Hughes,Zamora Chinchipe,Naranjal,San Jose
1266,23c6fc69308647f6b2fcca8e1eec3ed9,Jennifer Munoz,Empresa de telas,Kimberly Alvarez,Azuay,Sigchos,La Libertad
1267,86f62430e6494c5b9d4d0ba40976bce1,Jacqueline Hansen,Albergue de animales,Cristina Brewer,Napo,Mira,Ricaurte
1268,27e6b4b429e94ba6a48c5357e6a5accc,Melissa Chavez,Orfanato,Debbie Jordan,Zamora Chinchipe,Mocache,Echeandia
1269,b93f2cd2da8b4cdbbb861ffe2bb6a461,Joseph King,Empresa de software,Andrew Moore,Guayanas,Cevallos,Amarillos
1270,749e4b49a489459ea2ff880928519968,Matthew Bailey,Empresa de bebidas,Ryan Hess,Loja,Puyango,El Pangui
1271,5e41ddef3cac44beae750c16d3fb1913,Michelle Strong,Empresa de juguetes,Lori Butler,Santo Domingo,Cevallos,Lumbaqui
1272,64483fff863e4b2981755b5b6d8d615f,Rodney Simmons,Supermercado,Andrew Moore,Santa Elena,Zaruma,Shell
1273,2a4474389a924bc2a2bed40de5bd7071,Darren Mora,Orfanato,Tommy Herrera,Chimborazo,Pajan,Sinai
1274,98eb6c289fab41af8c6130a9dbc1056e,Eric Hampton,Elaboracion de instantaneos,Hayden Burke,Sucumbios,Naranjito,San Jose
1275,f6c744b49a344077a6249ea69bf1d3e6,Michael Snyder,Empresa de software,Justin Reynolds,Santo Domingo,Oña,Guadalupe
1276,906cbeba601844daa86ac6d76d5393e1,Michael Riley,Empresa de carros,Anthony Houston,Los Rios,Vinces,Puerto Napo
1277,60f7081d3cc94ac280bbbeed3df59e94,Shari Madden,Empresa de carros,Stephanie Henry,Guayanas,Naranjito,Sagrario
1278,d001745e046b4b9a8cdeda75781fba1e,Amanda Gonzales,Farmacia,Kelly Poole,Guayanas,Camara,Sevilla
1279,ac9303ec379b4f89b7ec24d87d46cc95,Ryan White,Peluqueria,Michael White,Chimborazo,Carlos Julio Arosemena Tola,Chito
1280,83e1c6497b9542329e450feb5900a445,Joseph Walker,Empresa de ropa,Jimmy Reyes,El Oro,Pedernales,Rio Tigre
1281,434cc45ddbcf45e88a941fd0a5c49ad3,Karla Brooks,Orfanato,Amy Gardner,Napo,Olmedo,Capzol
1282,76321c9948be4716b8a76aa424f61962,Jeremy Harrison,Orfanato,Todd Atkins,Pichincha,Azogues,Quiroga
1283,9742c2f89db04e08b619abd16120d5a1,Melinda Hayes,Orfanato,Ashley Martin,Bolivar,Colimes,Ducur
1284,7a9131a91cfa497581020230f2af4010,Alex Lester,Ferreteria,William Kirby,Esmeraldas,Camilo Ponce Enriquez,Nulti
1285,55af0bc8419a4f758d3ff312d3499045,Joshua Meza,Orfanato,Edward Freeman,El Oro,Ventanas,Tarqui
1286,dd9510c09d6d414288a0185b7bc91533,Robyn Martinez,Orfanato,Taylor Kennedy,Napo,Pinias,Isidro Ayora
1287,19c40291a43942e28e9701f1bb1c89bd,Catherine Dudley,Empresa de ropa,Rachel Bowen,Pastaza,Guano,Loreto
1288,2050e7bbcc7a48d9a32c6a31ad21b957,Lori Shea,Orfanato,Kelli Bryant,Pichincha,Rumiñahui,Sevilla
1289,9e6ec67505ef4f5da976c6b9dbc20322,Amanda Hunt,Orfanato,Dawn Jones,Santa Elena,Pallatanga,Tambo
1290,758fd2d3fe254c6eb49f88c13e9a16aa,Zachary Mcclain,Elaboracion de instantaneos,Ryan Young,Morona Santiago,Baba,Cahuasqui
1291,d0928fdba81e4a1fabc2c0d4ced16df2,Amy Hamilton,Editorial de libros,Jessica Hernandez,Napo,Quilanga,Chile
1292,9668f349c71447f8a076352da38a90d3,Grant Davis,Empresa de carros,Anthony Miller,Loja,Esmeraldas,Piartal
1293,759dae99211449869f63c1763af9c29f,Timothy Ashley,Empresa de bebidas,Bradley Morrison,Pichincha,Pinias,Rumipamba
1294,7c648c45542b461584eededeec50851b,Cynthia Aguilar,Peluqueria,Brandy Robinson,Pichincha,Pastaza,Balsapamba
1295,4e68a43907824e29ae445bbaf11fbbea,Angelica Chang,Empresa de gorras,Kelly Mcdaniel,Pichincha,Huaquillas,Rio Blanco
1296,973f7e91048544ab8a11e87cc64802e6,Michelle Mayer,Empresa de telas,Jennifer Fields,Santo Domingo,Caluma,Salinas
1297,fa13938cd59d48b596f0aa3ed9943135,Jamie Flores,Servicio de telecomunicacion,Brittany Orozco,Imbabura,Santa Rosa,Salinas
1298,f69afe9440914a5fad660ec71b56d1ba,David Taylor,Empresa de zapatos,Arthur Leonard,Chimborazo,Jaramijo,La Bonita
1299,0576dbdd689740fba7a76e6eda630271,Eric Walker,Editorial de libros,Michael Vincent,Pichincha,La Libertad,Pifo
1300,d970baed67db4850b319f22861e933cd,Stephanie Byrd,Albergue de animales,Erin Brewer,Galapagos,Limon Indanza,Pompeya
1301,3494f3a770d34d44a1e3e49bd37fb08e,Luis Hanson,Orfanato,Jose Bennett,Loja,Calvas,El Esfuerzo
1302,853efff66ec344a59836a312f532b7a1,Amy Burns,Ferreteria,Rhonda Bolton,Zamora Chinchipe,Lomas de Sargentillo,Ciano
1303,695f41de69ba4049a37a18a506c28bd9,Joy Johnson,Empresa de alimentos,Norma Silva,Azuay,Daule,Lourdes
1304,95ebe6261fda4e8d9d0cd7ce9e5a479f,Raymond Lopez,Empresa de juguetes,Daniel Holland,Francisco de Orellana,Rumiñahui,Tarqui
1305,e4a7ce8917094880b432d155c8cbc0f5,Mrs. Denise Bradley,Empresa de carros,Kim Robinson,Pastaza,Latacunga,Palenque
1306,4489c5cd769b41c1a1fdda62c67678bb,Lisa Smith,Empresa de muebles,Linda Ho MD,Imbabura,La Joya de los Sachas,Chontamarca
1307,4b5d4cb49fd64b21b80a0817b877e7ab,Carl Hodges,Empresa de carros,Anthony Robertson,Carchi,Quininde,Anconcito
1308,8283acb76bf74dd5ba7b9981a70952ad,Tommy Rodriguez,Orfanato,Jeffrey Burke,Galapagos,Alfredo Baquerizo,La Paz
1309,fc374978dbb4496dba6778bfec857ed7,Crystal White,Ferreteria,Barbara Robinson,Los Rios,Penipe,Bellavista
1310,7f9064b151c74759bd0a67f8b33203fd,Christopher Gonzalez,Peluqueria,Kevin Brown,Bolivar,Sucre,Mera
1311,2e2fe828c81346e7a7e8fe156efe8b89,Maria Cantrell,Empresa de electrodomesticos,Suzanne Martin,Chimborazo,Quero,Oyacachi
1312,9f8ad6b8b9c6437fa0f86c3db09f28dc,Pamela Osborne,Empresa de gorras,Melissa Singh,Galapagos,Muisne,Pan de Azucar
1313,d7c58b07175449ae9e4b6ebf3b13565f,Cody Villarreal,Empresa de software,Geoffrey Bates,Manabi,Sigchos,Llagos
1314,c29f8ccb9c174839a7d25b7acbfafa3f,Troy Hooper,Orfanato,Jimmy Holmes,Sucumbios,Pedro Carbo,Yaupi
1315,78a34d1ba0c44906aa7c5332aa3fa344,Alexis Gentry,Empresa industrial,Jennifer Franklin,Chimborazo,Playas,Muisne
1316,707e89790f634c529fac34db66390905,Tina Craig,Peluqueria,Sara Romero,Bolivar,Espindola,Guanujo
1317,62809b6f59ed41ee8e142e67085d618b,Adam Gamble,Elaboracion de instantaneos,Brandon Schneider,Imbabura,Santa Cruz,Caracol
1318,5418b6031431473c95a20352060e09f8,Monique Patterson,Ferreteria,Tracy Ramirez,Imbabura,Esmeraldas,La Bonita
1319,305c96609c1640fea9a3444457eb3feb,Carrie Hernandez,Servicio de telecomunicacion,Amy Wong,Napo,Penipe,Salinas
1320,9311475ba649410d91a29228635dc837,David Mack,Empresa de ropa,Robert Williams,Cotopaxi,Lomas de Sargentillo,Mocache
1321,46cd47d918f74dd3960876e4d21accb2,Michael Yu,Empresa de bebidas,Dennis Williams,Pastaza,Quininde,San Isidro
1322,0793df2ce8e34feba4d874b881245187,Christopher Luna,Ferreteria,Timothy Knight,Imbabura,Santa Clara,Patricia Pilar
1323,5ec0e20f759a4a3b8d2168a810fdc385,Darlene Boyd,Albergue de animales,Kelly Decker,Santa Elena,Salitre,Apuela
1324,6454f59c974a4af09a5b04b6f02113a5,Daniel Lane,Orfanato,David Kline,Tungurahua,Tosagua,Cebadas
1325,bb5f7855a5dd4806aff6ba33d37161d4,John Hernandez,Peluqueria,David Weber,El Oro,Arajuno,Toacaso
1326,71ff204269c848f88e3fe3870250af58,Raymond Davidson,Peluqueria,Thomas Mills,Esmeraldas,Montalvo,Pelileo
1327,9fcdc4339a684f0994179fea18597d89,Joshua Mathews,Servicio de telecomunicacion,Sean Brown,Pichincha,Sozoranga,Bellavista
1328,6c1cbfd97e5648469bc1e539b4a912d9,Meghan Chase,Empresa de juguetes,Erika Marquez,Pichincha,Nangaritza,Puerto Napo
1329,bde6e8323aae4c08b0cd656688dc4233,Brandon Morales,Empresa de zapatos,Wayne Dyer,Zamora Chinchipe,Taisha,Pifo
1330,5c3d396c5e6f48b88478f66db233a8ec,Charlotte Mcmahon,Empresa de ropa,Samantha Bailey,Morona Santiago,Pimampiro,La Mana
1331,ae57b678045c4f6eaaf68bdfd6ffd0da,Brian Simmons,Peluqueria,Javier Elliott,Cañar,Manta,La Mana
1332,ded1dd1196bd44cd97a1dcde132bc600,Austin Frost,Orfanato,Alex Guzman,El Oro,Santiago de Mendez,Simiatug
1333,7d04676cee2e43daa6ef50049ea4c4bb,Kevin Jones,Empresa de gorras,Andrew Gillespie,Santa Elena,Las Naves,Apuela
1334,b0080fccf2d8423a96e6dfa150fcdb3f,Austin Bass,Orfanato,Mark Reid,Santo Domingo,Lomas de Sargentillo,Los Esteros
1335,fda36eb6521f401b838033a4df6ef39f,Ethan Cooper,Orfanato,Joel Fisher,Bolivar,Salitre,Ilapo
1336,d41449c1d14347abb4de4b3f83a880b2,Melinda Ford,Orfanato,Elizabeth Nguyen,Morona Santiago,Milagro,Tuutinentza
1337,fc4e768aedeb4bc392f671eef2b9cee8,Anthony Miller,Empresa de muebles,Christopher Singh,Sucumbios,Zapotillo,Monterrey
1338,a952a4533a1846fa8f61b23c319645f8,Tonya Mendoza,Empresa de carros,Lisa Stevenson,Tungurahua,Quero,Chontamarca
1339,3e12571beca34b33a85b2906efd998d1,Diana Berry,Albergue de animales,Michele Hubbard,Zamora Chinchipe,Cañar,Rio Tigre
1340,7823cff51380481fa8ca9db164fc9532,Jessica Lewis,Farmacia,Marilyn White,Azuay,Simon Bolivar,Yaupi
1341,d542e5dcc42e4809b1010d6074433b4d,Thomas Garcia,Empresa de software,Bryan Strickland,Francisco de Orellana,Paltas,La Mana
1342,c5695e4948e74fdf973865cf769c01ea,Elizabeth Hughes,Empresa de bebidas,Regina Snyder,Tungurahua,Santo Domingo,Rocafuerte
1343,41ca9488fa924f499ee3febd72f1f71b,Nicole Dominguez,Empresa de muebles,Cynthia Cross,Imbabura,Eloy Alfaro,Capzol
1344,01cedbbb024942b3b2dff4f6f34b6cf7,Aaron Key DDS,Orfanato,Thomas Alexander,Francisco de Orellana,Ambato,Cañi
1345,910e722f903d480bae4cb37ae7c7692c,Dr. Keith Wood Jr.,Albergue de animales,Seth Martin,Zamora Chinchipe,Ambato,Rivera
1346,849861379363434f8c03b8eac0d16404,Melissa York,Orfanato,Tracy Garza,Los Rios,Quininde,Bellavista
1347,121b4818d5354386afc95e4e01887b75,Brian Cardenas DVM,Orfanato,Jimmy Gregory,Chimborazo,Marcelino Maridueña,Cevallos
1348,efb5b48f5c3a4a0caf589a754f7c1ead,Elizabeth Brown,Farmacia,Selena Dougherty,Galapagos,San Juan Bosco,Rocafuerte
1349,0ab5467da815474685ef632dc17808d0,Javier Rangel,Empresa de software,Ruben Sandoval,Chimborazo,El Guabo,Chontamarca
1350,f5190a41b83b45ea840006c6bd2c7eec,Sabrina Hughes,Farmacia,Kristina Riggs,Pastaza,Limon Indanza,Mera
1351,0d851b21b81e4224a4da9e848077d33f,Rachel Bennett,Empresa de carros,Karen Hawkins,Zamora Chinchipe,Paltas,Huaynacapac
1352,f2019047b21c44ac9040cc1a598ae763,April Tucker,Orfanato,Melissa Bowers,Sucumbios,Quinsaloma,Asuncion
1353,e99ca45a901e4a3c9d5b3b60a6e99b74,Madison Smith,Orfanato,Elaine Carter,Tungurahua,Quijos,Canuto
1354,f867e6d7bcda44d987ab67e834b121ad,James Blackwell,Orfanato,Kevin Yates,Loja,Duran,El Pangui
1355,9b68ed3b7f8046ad8f017e6588b3b68d,Michael Johnson,Servicio de telecomunicacion,Jason Johnson,Los Rios,Chordeleg,El Recreo
1356,87b14f7f194a479b8ef5146ea1764f89,Matthew Martin,Servicio de telecomunicacion,Carl Nunez,Carchi,Puebloviejo,Carondelet
1357,a2ece2a03f3a4e388c93352c4656d4e4,Jose Edwards,Empresa de carros,Russell Morrison,Chimborazo,Baba,Chillanes
1358,f9d13f58e1194076a45af47d6b0499a9,Melissa Horton,Elaboracion de instantaneos,Lisa Cabrera,Chimborazo,Guano,Madre Tierra
1359,322fa5be4c8346069ac05a6c49d01cc5,Bradley Hale,Empresa de zapatos,Travis Elliott,Chimborazo,Mera,Capzol
1360,f2b171bbeaaf464f9aba0c4cfedfa81b,John Henderson,Editorial de libros,Daniel Walsh,Chimborazo,Cuenca,Nulti
1361,7160aa759ec44ecba195efec9ce418ac,Diane Pacheco,Empresa de alimentos,Stephanie Morgan,Zamora Chinchipe,Urdaneta,Machala
1362,2f1854fe36904d889546c2547e3af427,Stephanie Hicks,Empresa de gorras,Lindsay Charles,El Oro,Cevallos,Chile
1363,5f34fc88c592499598c8b02788c9bb6f,Andrew Smith,Farmacia,Ryan Hensley,Tungurahua,Morona,Las Golondrinas
1364,98c461eb0ecc4e48985513887fe40420,Zachary Baker,Orfanato,Kurt Lopez,Azuay,Cayambe,Zapotal
1365,d4e89923b908437399642a07679c557f,Nicholas Fuentes,Orfanato,Nicholas English,Bolivar,Celica,Concepcion
