,idpermiso,nombrepermiso,descripcionpermiso,statuspermiso
1307,f5ed4750c4454162a48abedbe15a81b1,Create,QFQD2MsrO3tTdBTG8UFzol3GO,Activo
1308,be358997d1804b0ba937e44476bbb0f0,Delete,0OwiBEJ7k9DtegXPnium0CC8G,Activo
1309,3fc543602d6f42008370c5866515853c,Create,PGaBeTQhhUxRozHXSoZv39ufu,Activo
1310,594e69b4821843fe8dcb48c80774a827,Create,T9IocgjHSleMkbLjLj0IqcnK4,Activo
1311,51dbee41c64e4be1a9eaab6ecc3ca442,Read,LpnORUz7S8l902Lb4YRjweeyu,Desactivo
1312,5cd0c824fb80480d8422b82d256bc559,Create,h5e1ef3jRrP5RDOpmn4yH3cxH,Desactivo
1313,60e20d55aa69442288647ec681eb4d94,Create,H0n669IFwvwEOye7HHVBKyw5u,Activo
1314,0e3cecea876047a580eff328a9045d63,Create,nVIEdbej6lukun4WuGYEJC1JW,Desactivo
1315,c4cf0445f934469d95052400cad89ead,Delete,YcJTWl0S08Iey9jKX1w6TB4S0,Activo
1316,a38c909dd6cc4afbbeb2a3eabbc804d2,Read,ruiupVDrUfoxS3BmYiMkRq6MQ,Activo
1317,661af5d24994411598d4375ddfca4308,Create,K9TF5FBqrgHF7ly0gV11aqE9M,Activo
1318,d8f8ed5de3d0459fb3697a313ad32c67,Delete,0cWqraWsg9qnzW06Hx3SKjmIW,Activo
1319,1c2149415f2d44c8bae88e130e8776a6,Read,8mw6zYegk9vVxqSiI06wL7PJ7,Activo
1320,2fad75d7a8144c01b324e9b05708b4a8,Update,AOGDhDXzfhDBYkekwfyg40Ihk,Desactivo
1321,84edba957e3b4d6dbe2dda9c0b59c7c4,Update,cO1wzubMeXXshUEu2h1Juls7e,Activo
1322,edb23d5c84664884b0ef0fa87554195b,Read,AdY4LlPUlNm8Z0WPpGKdqaBWo,Activo
1323,290dcf60df3940ddaa7d13b45ad031f4,Read,5kiGzalhjAwgWKsVQtjPSpOfX,Activo
1324,a26e168c684543f6a01fc527e20ade7f,Create,AMRYVeku509iEbQtJHmK1KkuB,Desactivo
1325,9579fb307f1646e58f122519da29c00c,Read,UwrQ4LeNCLOFmf2k5hniJXNjg,Activo
1326,d97b3038e3784a8eb196129e1d5ee7bc,Update,onkQBjxIwxjbS24jTlQgTIALF,Activo
1327,6961a915fb5d4cccb2f8341182cf3c46,Read,GB3MmXy0tgRpWtLK56kyeCGvV,Desactivo
1328,3df64f45844b4013bab4bcbcebf1c09d,Read,wT8a0Zj8yL3PIuNqsGXEHZUHz,Activo
1329,dfda6cfc8fd04e62ad26f2cddf76f395,Delete,e6G5DzkLUfZUyUj0eTS1fqAUy,Activo
1330,62628809c5d140059665dabab3ceec42,Create,E6f6XtYQxQm5rGXSnDdHZ9ws5,Activo
1331,b6c39195fab544e197b1ba74e5f7b00b,Create,NebqvzKj66Gyys6nvycVaYm3q,Activo
1332,591722da1af940ca8c6531ccf9a8157d,Update,TWJ1CMyL5Iad9Rq5Uxhlnirai,Activo
1333,fb1f248d7223427b9a319f75db0a3411,Delete,wlpkUibiOLlss0zZMR4FFy4HR,Desactivo
1334,638551b73925407486ecfe2b159027c9,Delete,0qXcEQzgVhNQCadIWCmYNbFoK,Activo
1335,2442b54895e6431785513894d304b6fb,Update,gqGPE3Be3nkmmDSYItklQhWSk,Activo
1336,8648171db47f452cb11e9b2359922450,Delete,ZckRkBSP6FBvmyO3BpN8ldgyN,Activo
1337,911b4c3172144eb49b6a169527638fb6,Create,HmQ9hGB07aWDlka7LyvEBk3oV,Activo
1338,43a977713b994095866f74caa9fb8415,Read,lomBLmIgoVBAUYBkFp3dfCgJX,Activo
1339,8eaccd0c6c4c40d9a08e2463e655d746,Delete,ZOW68SlXGhvfMk69ozG9nr60p,Activo
1340,af6a2ef64c72424bb076b6bcde4d2000,Read,oEeHV7eWKsaproIO355XNEvgH,Activo
1341,214746610e624706a0ee32bda552da45,Delete,BRu6wTzjOvezjhdFTe6oL7LNv,Desactivo
1342,0f1de94e5fa04bfaa286d467d6769359,Update,EjBc5xncGzVpAT0sOx0jQOed5,Activo
1343,91cf731128764030a86d00c73f2b8ff5,Create,TBYRrNMlXVdUfEkyPC9tggdOi,Activo
1344,81c86dce61a94b9d8e57e12766464873,Delete,SUMhnyddEaC4EOT7x1i4XUglL,Activo
1345,72e36318432b481db8beab027c10c3f9,Update,wNOOHm1fqK6RQhXD3PupGwvWa,Activo
1346,5ae68c63fc304d5194c6fe938b1a2cf7,Create,UreQRkETJF7G0s23bX78DtnUS,Activo
1347,119788b4e1dd44ec8dea28cadc0cc1e0,Delete,jFJ6XZhVFpO2z7m09mYIqwv8T,Activo
1348,1e2b7bed0d254369a3264a6f1b8ded45,Update,WseJbvJJ0XOXa2hFeWtGD3SU7,Activo
1349,14b8f82051f1440bb804ebdd199541a8,Delete,N6tPPRl6ocvaM8VrSHYRw3bZn,Activo
1350,6ab7d818aaa04c77ad7a90bcd6ce6326,Create,LkAp9sZW8zOHv6yuKs8VUPnR2,Activo
1351,a713955fa11d452b91435b806740c2d9,Create,p33fNNIr900DwQtQPlHevCDLG,Activo
1352,7613628525cd458fa4a6caa5d8b664b6,Create,SIQ7kBdQTesz4aAGsVi12frcS,Activo
1353,8e13aeb68bd34cb2bd7ac264a0021f1c,Read,stwimqfLGMtobfhp59IxJRRhq,Activo
1354,bf4d35cce8824b77a2ba05932b9c9d69,Update,Q0USuv8CiqvLLaENsJQ5N4eqP,Activo
1355,bc6e99f5f5354c2284e1a9f2e1680c55,Update,tgEPV47giDQBkawsEr6rmjBKt,Activo
1356,97138b96015f48eea78e9a13cccd1ea4,Read,rpNUMwUYNp0f9IBCdkXibdoVb,Activo
1357,d16870f509c546e6b586bc641fcdc61b,Create,5QrREdLYcGpv7m9Eke7769GBQ,Activo
1358,da8deaed59134649bd8cf2cc24f899fa,Delete,ax598m04oIGEOBvnwrwL6AgtG,Activo
1359,7e4a7e97e0564f389f395f60ec215e7e,Delete,sp1zeNLUIHfHElkP1vsiZY92L,Activo
1360,e1bee54450bf4565bd4d710a2624fad2,Create,TEEO4WsYr8mPXgsrHNUhvVJIP,Desactivo
1361,e4b4125ed35148528187887fcfafa670,Update,khuBe4g8te0fjENteGs6bz6re,Activo
1362,2fbfb2a4d8e94ae9bd912b5ee1431cfc,Create,JVEe3eRXu83hLNH1lB19VyS09,Desactivo
1363,e5620d25b3c4456cbbe7964252321dbb,Update,7SQTdqFlsnWWrLVWOqqfOECxt,Activo
1364,19c8ae64e75f40f38d007d7dfd27e0b9,Delete,dvoLHYAH0rpfwL4TiharFmxZ3,Activo
1365,b95782e1b58847c7899f95185f2ab277,Create,I9uwXnqTIeQ8aQHiAfxrzq2Iy,Desactivo
1366,20f1c24097234b32ae21368ac5ed797c,Read,xzhvJibFmuZtU3BOAW05cynLu,Activo
1367,0f5a50c94dbb45518ee0fce3d63701ee,Read,CidQGkiS51rM1317IvRuUFs8f,Activo
1368,a1920117d6fb431dbf4d6cce5b28e531,Update,d1jLxvGcYt0kJ8ICOa4ATcgBk,Activo
1369,df673e5ae64447acbe9883b868583517,Create,tXOZP6NErXKeIQwHYbhQGSiPN,Activo
1370,59ad799aa09b4d488a088599adefae88,Read,ag0mNYETsEZB02ZvqwnUtqOHb,Activo
1371,2a60749ab7834d2abac0a51b9bd67a5c,Read,g9oxtkLf1lNKssledZF8MolbN,Desactivo
1372,563ec8ae822e4d4cb636d0d61a95d1ce,Update,IkXFyPLQ4Jocl5bwZnSuHs4L7,Activo
1373,b8ebeb051bae4df6a4aafe09bbc8a195,Update,tCc0mJvWeXmafcHV4BNq8b0Yb,Activo
1374,ad3237a55b004ecc993306492a31a473,Read,OjbFeD3POM8mzGD8hRn1Md9uZ,Activo
1375,54add139222d45d19a6fc6a74ef1305a,Delete,mwOv1y6SdkZAH9TaUq8zj4qzt,Activo
1376,3a187c0a78b84f27bf60ef2d3bb1f9a8,Update,JOxU90uERkR28bdzLiDff8r9M,Activo
1377,037fd69de1af4915b14da9bc3a78666e,Create,xFnKjFjV4g0LWBMoYPmqj6bfw,Activo
1378,7cfd96eeb7684204b0d2c025eb69a6bf,Create,bXPq4eFalYnPXYNmkyFzD4NPs,Activo
1379,07c73e9a6eb947c1925d1a28f957736f,Read,cZIzGmB4xAvq2iwgWmZ8PY1Is,Activo
1380,f416f5556caf45ac8d0b49e780b11918,Read,2pBJLmVu5HVwfshhKuD4lgs8Y,Activo
1381,f44e31364a1b40cdb6c5ea09ea1c4617,Update,Qqy8I9IiJirhFXyn43EyjNiWT,Activo
1382,1e1a36ae7434407f9ef28b324a8f89f1,Delete,7VgsXcas6hke9zVxB71x3K98a,Desactivo
1383,b8e5fb0531f54cb0866e77705c204341,Update,laN0qdJ04nBbl55jrZnJu6Pkw,Activo
1384,fcc89303713e4c2fb42cac92862eea69,Read,JrrZjSY77R1ZvrWQmJ1YBS1nQ,Activo
1385,07b5f8476d7944ebbb1be0e0fdee72bb,Delete,AeQoXCvJwDdKLpeWAfMsg3WR2,Activo
1386,398ceaadfe1b435cb4e28f00bf4dbadf,Delete,PAO7oQJX0d59z6tttQHLUpNzA,Activo
1387,ac93ee4d8e4448709b8b7f77a86d38db,Update,SufIAPgPrAqI2eb98KW91bNGy,Desactivo
1388,1e655559e83b47f0b3f375c16c876279,Delete,6kgdMk96BaNCtQf2g5QNeYOD0,Activo
1389,5f80ed8464c244c9872c30df8ac8d819,Delete,WgrN9f3LHt43PWEco2PcNp5Fn,Activo
1390,684c0935e2ca445cac4038364e48b17e,Create,T3Htuix1bwUh9pQGdcBMY5Cva,Activo
1391,f23ed423477f448c90b0bfcebe29af68,Update,vU0y7IjdUVvsXd9HvpXUuHDIT,Activo
1392,55ea5e58386c43828e1fac5ddf5d063f,Read,NsGOQNSQivvCirkBJdqV9HGBG,Activo
1393,d1a095c995114b88894f58f20b17f97e,Update,7td4nVgnNmL1tV0CajPvOdDYE,Activo
1394,66139081f4c14598a784a36a5fd04b60,Create,dZARhucip2U9wWUsYD4s0r2gN,Activo
1395,b2a91843d5ee4fe89f60630e3d458d30,Delete,qxin7C7wEZFWA0LoG4UligsVa,Activo
1396,a5851b8fcad140a68acc1494874abd63,Create,2RBr7r58ujXpKGr0fvwo4kZ1m,Activo
1397,5151c4ec47eb45ebbf94b33cc0352421,Read,q8WBbM7SKBai6WW27HApmZS63,Desactivo
1398,27f2a3ea99094547b566a8a525926507,Read,6ca4wwZLtlyuMt4cfuEkuQwUO,Activo
1399,c285d8ebfe3d482692157623a7755f21,Create,9dWnyMLLu5FqLimJZ5GwzPIWV,Activo
1400,f2da8e928bbc48498bf53d051b7658e6,Delete,Mhn1UwnaTZNLRlHboi9VXLJIe,Desactivo
1401,adf69dd417e74923b3380cf5665595b6,Create,ff7OuITonQbsyxmYoB1mRLt26,Desactivo
1402,77b351bffd0644e98a73dfdbf8cbbf32,Read,NBCRH1cRm9GSGkNpPfnKzdWNk,Activo
1403,f2e78530f99a4744b0cb821b9b2e734a,Update,MKKDj9TWk1TezhILBw5fhoqCf,Activo
1404,87da24dada6948ae938e45a058483de7,Read,36RQawVQPBUhHpSvNeKjPfURc,Activo
1405,1b052ee3c9fb41fab6720d89beb1b031,Delete,EsB4zXDjDBgNZML7UzV7mMdIo,Activo
1406,6e91e04836a24dd79625f2d5e7049d59,Create,6ZulPuDt4bYGX074EVgAvdGYZ,Activo
1407,f045760c5aa54b0c938cd31753017d0d,Delete,eaQBaMizdlyoQuHrLaZ5dFjUK,Activo
1408,9b6f20f5b9b44e368fa712c7c5c79f80,Delete,wHxZJyHRwUjBf29R45IVyWDPU,Desactivo
1409,4d2611238112452f86041de5806cf000,Delete,SEPvWFkYWL2iLUVtNP0lXpiqU,Desactivo
1410,f2cabdb198ac49688b47467e199c1f50,Create,HhxFZQ0xJRP4jWLzaeMhL91an,Activo
1411,614d347eb8a0434486a0f29d411372ed,Create,FWYj26ZYDA6Z4n8RmFZXRGqzN,Desactivo
1412,0c75f0a5dca948898328715005835ad5,Update,D188M4iI1EYL5Enblpesh39sr,Activo
1413,f56ecc16bbfc4598b4f127c894864dc7,Update,q0bNt3dg8vuzF4CK9TQ3gRkZL,Activo
1414,42906beaf8f24790b3fb2674a84cc015,Delete,xiB4s3Ptc4vrow5GLzF54Cf08,Activo
1415,ec86a58982a24442a48fc207b9629cdc,Create,rS6Lno3msNcWcjChrlZan9bbO,Activo
1416,9337d9efbc1549079b060843b295e217,Create,oqqRaprX6oi97kYSuollZCKHV,Activo
1417,2364dabd3d6146bc8d4dbbb5556c71cb,Read,6ob4gEBzTnhZ6enf1PWPZmmfc,Activo
1418,5bc9d0587d61454199cf194cf2ce7f0b,Create,invpgK95HH4dulokqkMiv43bQ,Desactivo
1419,233c85bccc884e00a7b8aa8385b59dd6,Update,KfKXNyof2mWnnjdzbL0cMX5g0,Activo
1420,7111e654849148029cd37935237849e1,Read,2hm7J93IAAV2P8zuDuUEFeQVR,Activo
1421,610b9f6a40054e6fbd9a82f17fac7615,Update,1pTqDeJSuDP3sLwwk4DBKqGfN,Activo
1422,ca28086c3e1d422e84d42e2845f5a7d2,Delete,zuXUqdDSONpDRLaeaSOxg5ONe,Activo
1423,c8242aede1be4f29845e67877a058cc4,Update,oAAIDhn75yqUl2GnJFg8LUoDB,Activo
1424,34703c0ea6ec4d46b8a53bfeffba32b0,Update,dS5StuuRu3NZKXsOgSXT8p7mY,Desactivo
1425,d2c0785aad6a4f3aa9af81785021b878,Read,IGCG386HTSBw2O07t1lcK3jK5,Desactivo
1426,68a12e649ddb4cf9a16673f2a8dfb3ac,Create,nIPUaz593GhXz7F1io0rYzu27,Activo
1427,92506ea49f9043ca9c6aecfe22907463,Update,OalXthAcJ9BLoPTweXiDMwdum,Activo
1428,b81711885e4d4576a844e00f5e73921e,Update,WRPRd6BYkUC0IYTZkRTgbgYie,Desactivo
1429,c2eb4a869e984c99b7ab128c4c8d9595,Update,beCqG9duPZMgE2xvUgwMk1fvG,Activo
1430,fc9b546ee57d4035b199fb9f125dd261,Create,vLjFMmOdv42KhJ4XpLrHU78ge,Activo
1431,c65e360fe46542a78e4b1f20bcf3e94d,Create,Nt01jbC2ijtOPb9p67mCUmU7Z,Desactivo
1432,1312bd6bf6a643929db2d6055e3e8e84,Read,QRF44RXfZVVFGQ4YKngxkIYNC,Activo
1433,6df659e226fb4833a1183cdb4a36adff,Delete,gwuLejFVQPKDpi1e14ZGhVmXX,Activo
1434,3a5f5b2fdc3c462f950d4ef78e9eb5d3,Update,v4AH5zjhKK8FePUPFRAJ9Evyq,Activo
1435,de7b7d4f25d740709c9797f9d7dd38ad,Create,iX2jcoVjDtSNXaM60SJyLUbhV,Activo
1436,ea097e501a8f489abb84907a289ca44f,Update,FZkyCDOMXa9tjjTdCQO2syfRv,Activo
1437,4f24dfa7534a427fa9e7d0f0c87f04ca,Update,9lIkgQlOez8YGAT6FybmsMaZE,Activo
1438,a49d271c28a2467a8ce9d5be5dafd58b,Read,ssIegtKlgStnQPF3s8L7F3L4E,Desactivo
1439,f791434270e5420fa8352133f790c77d,Read,ThtPYkCMmKM79K4WjRoPlz8XS,Activo
1440,d2b4ce104d9d4c778b22792c9fa4ab09,Update,bHF1r20FtY8n9JTUpZd8Uk1jq,Desactivo
1441,e0b7af96296d4390ae16422dface4091,Update,vkFxydZoyemFisLPJsLCvEluP,Activo
1442,88953606f6ac487a9bd27a4d3bfbb80d,Delete,azhj97htBdi0SAtvZUlI3SeZ0,Activo
1443,5dfd71ffefe34c7fa7070f01b100b432,Update,Vomsm6GAqDd94Mm12OYkMiTVS,Activo
1444,da32d9149cae41a8ba42ba8c23009aef,Create,FsoAYEGLKSeV8aSM0goxXShet,Activo
1445,87c9bf81c4704fcb9c4b976635957062,Read,KWvGg7I9XjVQWUeRmWQeiKnEx,Activo
1446,291479bda2cc4f09983684df2f3562fc,Update,a9U5n7ntaFPjgQYjJo4b53bQe,Desactivo
1447,10a8f1d1a184487698782d723feca422,Read,WkXKhPsAsMPfVrkrtwtwlMEcn,Activo
1448,e1abb236d3e94df1bcabf4dc5a9b63b4,Read,IkjJuUVDBjbD4YLFkt0SmZfvI,Activo
1449,82d7b57d13764f5eb3b8557537611db5,Update,KGbslKAEl3NdJYn6RpM7xwGvy,Desactivo
1450,3e6eb56fbf8b467cbdd1e96cff39f207,Create,mM80fRrhovW88is9mdi5DitrC,Activo
1451,35d80179d9fb42c399b350f15a739e80,Read,lE9Ds3xxwJv34cn1VQvATHWMA,Activo
1452,9c072ce3f4ae40a38535e52384e3944b,Update,wx5LTnIewSvnoUOrvSPrRYDfD,Activo
1453,216a3f1d6ea644fd91f52d1136359e98,Create,3pQTGzMApV2KnYYdBkF2Lf4fO,Activo
1454,6fcddbfed5e64a1599cd3c97d2735754,Update,FFxY1yf4bDLtTu2NAZXDEuMs5,Desactivo
1455,470c02942e3a4a23a1a7833395358a28,Delete,saEneGwr0Il8uFoYFXIq3GZXj,Activo
1456,26cc60be968044c89d6a204a6f037b5a,Update,ys94i6jzER2J4oPs3f3bKrGso,Activo
1457,56fd408e205242ebb86b20e49855e87c,Delete,3noWWysIGHWtDH3ybptmDzpYR,Activo
1458,f5eb5a8f855448f68a6e71841002b332,Delete,xCI5ZYIsvXvgiZDrFgOXEfaCP,Activo
1459,4d279b47d88b4fe293797ba9ec562222,Read,pHTGWo385WMydgtK5OCFFY1uM,Activo
1460,0dff8f69a954452fae1e882735533fc1,Read,bLMx49H0KAgXleAYUHA1LSy7h,Activo
1461,076f55e9b7ac41e5bcb9d5f597333385,Update,9f2ze8NiDYsD80uylnJLbTCM1,Activo
1462,8e930e8af0fc4b76b17d6dbd5c1de42c,Create,pL80YYxzLBaHWqp6Otg6Ki8W0,Activo
1463,e9702ea2d22b4d8a925971acad265339,Update,nD66MSVElBXt6ZCs0MPjXG1zl,Activo
1464,bd6c5af245754fafa733eff65a7708f9,Update,tIMEzkgJeN4BbXjAG1BWNur3q,Activo
1465,9be7346e249c45309050d7283e7b01c3,Read,MAvnlDHGhc58pvNIqty3e0Ioc,Desactivo
1466,3d5606cdb7a84aafaf98df9ab13bedc5,Read,WschccWM86RJ8GDDW1qyniRYr,Desactivo
1467,1e4014a409c847aea80ee89b603d3a81,Create,OILCN0jWVQu6seYbKfkkbEzMt,Activo
1468,90fc7e552f914ab3ae9117aa3cafcde6,Update,5S2890EMobtPca9g1V6JyvDc4,Activo
1469,dff07b4f965d4eba975ee8e1eb02c50a,Create,xSrGIgQcE5CSFeTgDp8aGOhph,Desactivo
1470,d88969ba4b884cb586447668d90384d7,Delete,AtUgk5eVD0e0RE82rI3sUByPy,Activo
1471,1351eb4e49e34402817c07f6794b29f9,Create,0SRiswhp9QFluArKK5Rhs1kbi,Activo
1472,69b92b16ec2347138e8ddefba765498f,Read,kppV0LExuHJXdMgI5fOcWc7eY,Desactivo
1473,afbe22f1100d4e01b777f461a4072289,Create,dg01KSuns9CLGvtgQVLo43Nry,Activo
1474,e9751f859669443093c3353b2554343a,Create,n3fDzy7QY2oymwCdQ3smkZhcF,Activo
1475,215df76292e649e3848f4f70653e56cf,Create,p0zWz6W2r57ssYUeh5Q57jQDK,Desactivo
1476,5dce3a90a341405fb2a196bfa0507542,Delete,5pkhWq4Owrbd93Fl3fpB3uRd8,Activo
1477,ff56f2806713429b8a25987b5d6e15fb,Update,Hyqn7xJiOVjcBrb832AiLroGS,Activo
1478,cbedc269f3d1479d95dbe2a18db47e11,Update,op67bhA9khjF8cqBawUqvbaZe,Activo
1479,606903e427544aa18903c4f251a4c67f,Create,CXxipV13TRAt01hs4xXiM5rEG,Desactivo
1480,395fc22f065f4d3ba78557bc995370b5,Update,5DirJ3GQXFaXf5RWYLrNQ9V2J,Activo
1481,296eaa7ac7364210a296c62583eb21ba,Update,8auNFakadxlGFIStwvufuNWF4,Desactivo
1482,6416a34bf15344379f049b5b02227b90,Read,O7UyGtzVRDSryqlKeRchwxBJI,Activo
1483,bd2cea23854c4be18c3786aff5974027,Update,YhWX7mi0thmj6heCQ2iQTsLDw,Activo
1484,739789b8deff43f096344a8b37246938,Read,Gf0CX93bISitJhPtLH2avHIAt,Activo
1485,48ead2c8edf046afb815b9b51fc1f796,Update,l9qrKobbXOfhxFUKcGnAsta2M,Activo
1486,ee45f32addcf40879592e6ab09ff4795,Read,iGLGa7VjTo57CU17sssLjRG0j,Activo
1487,fde20d7353e94f109930b0aeed9ee8ca,Create,gozL8CUsAGQsPSoMuwDlVFfu3,Activo
1488,b321f7b67d3148dcbb618fd44ccdc41d,Read,AKL7wBp0lne5ykKVOrr7ZUzkR,Activo
1489,6e6cd46721e74eb7b8d82f927d7923eb,Update,wabDQrkC1rJQDxaNNR9Z626kE,Desactivo
1490,c46aa7235ed546ad9083846bd47af2ce,Delete,VlGdaO1N3OxI2ZpdUi5RWTLcH,Activo
1491,8f53d84d32d14e0bacf69372ce99147f,Read,Vi12qbsCzA3TUfAjRZhk1JUbZ,Activo
1492,44648aeba891480589c1c171c9b88e81,Create,ch3gJAHBnyX25HM5TRCLVNBfv,Desactivo
1493,d10f3d7b4af0470a9ed8ec96cefe3b3d,Create,oZztfRIpXaKnE3bRFJbVuTiUh,Activo
1494,cbd717d52b25407fa0e7f3ba8b946fcc,Update,OoZroLjSiIEfdIzRDGbU87KLq,Activo
1495,144ef3d7a48a4d28ad4f40783abc1a75,Create,kzoha8xQTyuTiDOgaAtrlzE6D,Desactivo
1496,4665ce33744542ccabc9eb0149b22493,Read,EIehRzaa9SOdKMZlgCfpaD3Ov,Activo
1497,78fa75e61e9042e6a62b4d260d8426d8,Update,P1iu6rjAaxSixvMALoDq3MNhA,Activo
1498,181c0773e86148658011514e0529995e,Delete,U39Yf2XIuIVouwL3c4kB19BZq,Activo
1499,454b06d6f4c04cc9abf43f5cc05b2e8f,Create,BMfz2kdyQ2xwsJfKwDBVPPeLP,Activo
1500,cd6c2dc8b7db4b209ec36c0613a37626,Create,9JApTXhTLN8tyxrZlAysGxO22,Desactivo
1501,0cc1289029e543918f6c2fd25e95b74b,Delete,0YOEJi2YrxWAMoWRjOHZF9Dsn,Activo
1502,9997c61d74574d0db3896c636b477d3c,Update,cHCvGRE0jUmqEN72fZTMalN8U,Desactivo
1503,e9d0d16e1768400f9b7c212c0a2496a2,Read,GXiMjiI7u5Oc7uS0LXK0N4W1b,Activo
1504,853f147143ef437c825c35bce7dcd08e,Update,uUNszTikCUVBtN3gg2DaDXaV4,Activo
1505,16121eb307f142f3b8ee0a1c6cb9b26e,Update,bWCgqvQFxBoJp7zSJn3xVoOH6,Activo
1506,ddf2b84abb5042b1bb4ac0cb3abb59e1,Update,yt6655YeR0JKQCvewwCDfAjLe,Activo
1507,a3fe9da1d688474dafa3016b730490ba,Create,rSnxshvDV6P2M5CPiHYXiwpxk,Activo
1508,5eba56dd475e41218557c0add4b6d3e1,Delete,c4iABe2RB82aHcHTVsHSmCUhr,Activo
1509,239b723c70194385826e95c3fabda5bf,Update,sqo0dvjrHhyaBg4RBxc3vXCEj,Activo
1510,4a2f5f586629468395e714271a316925,Read,CBnMI9d1qpxJrtlPLj4hQQ3q4,Activo
1511,1b08dc99fe63492bb23809d0fdfe1248,Read,UjhrYyABRPvSrrbEqkyWZOY47,Activo
1512,852ff1eda2a4407aa86b5071950686e6,Create,LIlUx5n3hrTB7LGTbN57Zsid4,Activo
1513,bbb23a78486d4399a9b6ae3ec98b0b1c,Delete,xL0qX6R3YgksFPJZAe0HkGZ96,Activo
1514,9587db7789814906bfa015a64e882645,Update,wIcq8fVESsLzlD0jHJF08yB40,Activo
1515,4b20942ee5fe4a87b76fcde52c8b4695,Update,go7c5O8n31PBrWjM8Xcd8TBTl,Activo
1516,6970972f2432404b8de2932370c6b012,Delete,ovR0ihmCrxhEqTytV3LCcWKvD,Activo
1517,47bf97c3dd78418fbe9e3a0d7084efc0,Create,P9EnI7XMdAdzCiSBeCS0elunS,Activo
1518,d77dd765e416421b8e8aa2e820ddfd5a,Read,asgrRoHjWBj4LgCjr96j1ZmPV,Activo
1519,5003e54a1f32419499b4aac89e4019a2,Read,SMxZCrCtbgQPYoBYFbYLeshtn,Activo
1520,db594e2a726641d8a315d414959779e0,Read,z4jcs5JK3NLIhyCGRkJ85Tlz6,Activo
1521,775788f28fa941b493b406dc7b4bd094,Update,dOvOYEa8r0XqFnf8C52LA2BsA,Activo
1522,4ccdabe1466c449c8b4fdb477af9ac04,Create,tPcXj2L6QPd8tpvuYpTwcJJay,Activo
1523,aa7b587a118e4ea19c6ea40c2659b1fb,Delete,X1ZqezHPgr5daMNMkp3KCbnj6,Activo
1524,772b945ae57b4c5e8cb8e0bf97bfddf1,Delete,y4iT9DZ0hD2mOYS7ZOzoZn07a,Desactivo
1525,795a3c0ecb3842ab8e6429b0c23e8eb0,Read,t9S7nF1LtD3oxz5bgoyWkjCuf,Activo
1526,abbd6f55e16e4f7abf4618170d0c417f,Create,XK5OFMMwgOt0rOloOwWLuj7yX,Desactivo
1527,c1564303794c47669572498f9e3ec688,Update,Vharxf1xDWsuBXF9BoiIqaG8n,Activo
1528,f422acd507934db5a8d743f72e3d439d,Read,EJxYWYhXPSJAdBAASoGoe5e24,Activo
1529,f747fc06968344c1ba62ef58e2fd2b95,Delete,NfJViPNl2M6iM2lltUqdepYtD,Activo
1530,c60089ed6d3c48e4bd704a038893ea10,Create,O0Xj7SXPKD6Tp4YZSxtxoqG3S,Activo
1531,bc8603a84d72461fab4bde4291397d05,Update,CLl4ewYHQI7TxOFkvjntqp7dn,Activo
1532,f8b53a12acb74c368c290455974f8c6b,Read,bqNVkaR9xRHBic6XFHpLTsVqb,Activo
1533,4ddc71de63eb4aa2830320cc30aaccad,Read,lukARIbSiREWrXsdhBh9SAtKJ,Activo
1534,c33727de77bc464b84f51f33f8694c98,Read,k7dzfqGMBesui32tkxDzVYD0K,Activo
1535,7b2f2cc5349a437fa1f27703c30a9ae9,Read,P3x97ogrVhV1AjyG0smylX0Oj,Desactivo
1536,460b25206e0d408780f8740b8cf6225c,Update,coyN4yXq4ttdCyLxeg7ozqVXD,Activo
1537,e5864e51d62d483b85c7b14b3ee0120c,Create,c3KWnnHphGOOikshs73oz2OfL,Activo
1538,898c2490b2354530b7f73ea9356626fd,Read,huAV0EEjxoizH8rhFYOsGDCIW,Activo
1539,ccc62275859b49bcb595ad11d1efa5c5,Read,zq2yFaIvQvfcRmYRC3UAtbEDW,Activo
1540,a99983938a2a420aaf4195780bc99dd4,Update,9E7NDKcqgyiXXaebEpw0b6Dsl,Activo
1541,0d5f05a455ba41a89205f8add16a7abb,Update,al2YAcxMYRl4X4NWKsvImBXnd,Activo
1542,85514c2e954c4df8b6ade74c49664224,Update,SHjaOyqIa2fLdgW0QlzYOhHnK,Activo
1543,db135fe659714c6083233ad747edc855,Update,ZY6igD1iXijcmL0xnUXBXI3nm,Activo
1544,93a9a28063bb4c60aea465e9d571b10d,Delete,AS1M5w6860p0a7VlwuFOjYIjf,Desactivo
1545,76bf3b54c97340faa89bbd3d957bba0d,Read,PmzsbkrwOoWRV1l4kUpjGOx5o,Activo
1546,502442bea9274575aa5cb8ae8750d170,Delete,asGYf9yF0ooBhPzkiBluOkfR5,Activo
1547,78aca5d8b54f4f8da383c1976f4c115b,Delete,tDliGdl4JNrD3WPb7TpStFTsE,Desactivo
1548,cfe8043fa22b420b9dc92e967855d7f7,Update,19lk3qFcYAE1aXqyLP0bcKFLz,Activo
1549,5e5af953781747599edcf7cbf989bee8,Create,wgy3diSytgtsIULiMI35u0Idz,Activo
1550,15050300e3c24008a4a856b2ae9f5018,Update,TqJeqkAD5lQ2ToMoQe5V3Ampm,Activo
